Time(s), 3005.sourcebus.1, 3005.sourcebus.2, 3005.sourcebus.3, 3005.650.1, 3005.650.2, 3005.650.3, 3005.rg60.1, 3005.rg60.2, 3005.rg60.3, 3005.633.1, 3005.633.2, 3005.633.3, 3005.634.1, 3005.634.2, 3005.634.3, 3005.671.1, 3005.671.2, 3005.671.3, 3005.645.2, 3005.645.3, 3005.646.2, 3005.646.3, 3005.692.3, 3005.692.1, 3005.692.2, 3005.675.1, 3005.675.2, 3005.675.3, 3005.611.3, 3005.652.1, 3005.670.1, 3005.670.2, 3005.670.3, 3005.632.1, 3005.632.2, 3005.632.3, 3005.680.1, 3005.680.2, 3005.680.3, 3005.684.1, 3005.684.3, 3008.sourcebus.1, 3008.sourcebus.2, 3008.sourcebus.3, 3008.650.1, 3008.650.2, 3008.650.3, 3008.rg60.1, 3008.rg60.2, 3008.rg60.3, 3008.633.1, 3008.633.2, 3008.633.3, 3008.634.1, 3008.634.2, 3008.634.3, 3008.671.1, 3008.671.2, 3008.671.3, 3008.645.2, 3008.645.3, 3008.646.2, 3008.646.3, 3008.692.3, 3008.692.1, 3008.692.2, 3008.675.1, 3008.675.2, 3008.675.3, 3008.611.3, 3008.652.1, 3008.670.1, 3008.670.2, 3008.670.3, 3008.632.1, 3008.632.2, 3008.632.3, 3008.680.1, 3008.680.2, 3008.680.3, 3008.684.1, 3008.684.3
0.0, 0.9668, 0.967, 0.9667, 0.9667, 0.967, 0.9669, 1.0572, 1.0516, 1.0574, 1.0539, 1.0513, 1.0533, 1.0356, 1.0369, 1.039, 1.0521, 1.0537, 1.051, 1.0505, 1.0533, 1.0503, 1.0531, 1.051, 1.0521, 1.0537, 1.0515, 1.054, 1.0509, 1.0507, 1.0512, 1.0536, 1.0521, 1.0526, 1.0542, 1.0515, 1.0536, 1.0521, 1.0537, 1.051, 1.0519, 1.0508, 0.9276, 0.9278, 0.9275, 0.9274, 0.9278, 0.9276, 1.0201, 1.0205, 1.0203, 1.0164, 1.0201, 1.0156, 0.9966, 1.0046, 1.0001, 1.0144, 1.0225, 1.0129, 1.0192, 1.0157, 1.019, 1.0155, 1.0129, 1.0144, 1.0225, 1.0137, 1.0228, 1.0127, 1.0125, 1.0135, 1.016, 1.0209, 1.0148, 1.0168, 1.0203, 1.0159, 1.0144, 1.0225, 1.0129, 1.0141, 1.0127
0.0042, 0.9728, 0.973, 0.9727, 0.9726, 0.9729, 0.9728, 1.0577, 1.052, 1.0579, 1.0543, 1.0517, 1.0537, 1.0361, 1.0373, 1.0394, 1.0526, 1.0541, 1.0515, 1.0509, 1.0538, 1.0507, 1.0535, 1.0515, 1.0526, 1.0541, 1.0519, 1.0544, 1.0513, 1.0511, 1.0516, 1.054, 1.0525, 1.053, 1.0547, 1.0519, 1.054, 1.0526, 1.0541, 1.0515, 1.0523, 1.0513, 0.9395, 0.9397, 0.9393, 0.9393, 0.9396, 0.9395, 1.0332, 1.0336, 1.0334, 1.0295, 1.0332, 1.0288, 1.01, 1.0179, 1.0135, 1.0275, 1.0356, 1.0261, 1.0323, 1.0288, 1.0321, 1.0286, 1.0261, 1.0275, 1.0356, 1.0268, 1.0359, 1.026, 1.0257, 1.0266, 1.0291, 1.034, 1.028, 1.0299, 1.0334, 1.0291, 1.0275, 1.0356, 1.0261, 1.0273, 1.0259
0.0042, 0.9728, 0.973, 0.9727, 0.9726, 0.973, 0.9728, 1.0577, 1.052, 1.0579, 1.0544, 1.0517, 1.0538, 1.0361, 1.0374, 1.0394, 1.0526, 1.0541, 1.0515, 1.0509, 1.0538, 1.0507, 1.0536, 1.0515, 1.0526, 1.0541, 1.052, 1.0544, 1.0514, 1.0512, 1.0517, 1.054, 1.0526, 1.0531, 1.0547, 1.0519, 1.054, 1.0526, 1.0541, 1.0515, 1.0524, 1.0513, 0.9395, 0.9397, 0.9393, 0.9393, 0.9396, 0.9395, 1.0332, 1.0336, 1.0334, 1.0295, 1.0332, 1.0288, 1.01, 1.0179, 1.0135, 1.0276, 1.0356, 1.0262, 1.0323, 1.0289, 1.0321, 1.0286, 1.0262, 1.0276, 1.0356, 1.0269, 1.0359, 1.026, 1.0258, 1.0266, 1.0292, 1.0341, 1.028, 1.0299, 1.0334, 1.0291, 1.0276, 1.0356, 1.0262, 1.0273, 1.026
0.0083, 0.9728, 0.973, 0.9727, 0.9726, 0.973, 0.9728, 1.0577, 1.052, 1.0579, 1.0544, 1.0517, 1.0538, 1.0361, 1.0374, 1.0394, 1.0526, 1.0541, 1.0516, 1.0509, 1.0538, 1.0507, 1.0536, 1.0516, 1.0526, 1.0541, 1.052, 1.0544, 1.0514, 1.0512, 1.0517, 1.0541, 1.0526, 1.0531, 1.0547, 1.052, 1.0541, 1.0526, 1.0541, 1.0516, 1.0524, 1.0514, 0.9395, 0.9397, 0.9394, 0.9393, 0.9396, 0.9395, 1.0332, 1.0336, 1.0334, 1.0296, 1.0332, 1.0288, 1.01, 1.018, 1.0135, 1.0276, 1.0356, 1.0262, 1.0323, 1.0289, 1.0321, 1.0286, 1.0262, 1.0276, 1.0356, 1.0269, 1.0359, 1.0261, 1.0258, 1.0267, 1.0292, 1.0341, 1.028, 1.0299, 1.0334, 1.0291, 1.0276, 1.0356, 1.0262, 1.0274, 1.026
0.0083, 0.9728, 0.973, 0.9727, 0.9726, 0.973, 0.9728, 1.0577, 1.052, 1.0579, 1.0544, 1.0518, 1.0538, 1.0361, 1.0374, 1.0395, 1.0527, 1.0542, 1.0516, 1.0509, 1.0539, 1.0507, 1.0536, 1.0516, 1.0527, 1.0542, 1.0521, 1.0545, 1.0515, 1.0512, 1.0518, 1.0541, 1.0526, 1.0531, 1.0547, 1.052, 1.0541, 1.0527, 1.0542, 1.0516, 1.0524, 1.0514, 0.9395, 0.9397, 0.9394, 0.9393, 0.9397, 0.9395, 1.0332, 1.0336, 1.0334, 1.0296, 1.0332, 1.0288, 1.01, 1.018, 1.0135, 1.0276, 1.0357, 1.0263, 1.0324, 1.0289, 1.0321, 1.0287, 1.0263, 1.0276, 1.0357, 1.027, 1.036, 1.0261, 1.0259, 1.0267, 1.0292, 1.0341, 1.028, 1.0299, 1.0335, 1.0291, 1.0276, 1.0357, 1.0263, 1.0274, 1.0261
0.0125, 0.9728, 0.973, 0.9727, 0.9726, 0.973, 0.9728, 1.0577, 1.052, 1.0579, 1.0544, 1.0518, 1.0538, 1.0362, 1.0374, 1.0395, 1.0527, 1.0542, 1.0516, 1.0509, 1.0539, 1.0507, 1.0536, 1.0516, 1.0527, 1.0542, 1.0521, 1.0545, 1.0515, 1.0513, 1.0518, 1.0541, 1.0526, 1.0532, 1.0548, 1.052, 1.0541, 1.0527, 1.0542, 1.0516, 1.0525, 1.0515, 0.9395, 0.9397, 0.9394, 0.9393, 0.9397, 0.9395, 1.0332, 1.0336, 1.0334, 1.0296, 1.0333, 1.0289, 1.0101, 1.018, 1.0135, 1.0277, 1.0357, 1.0263, 1.0324, 1.0289, 1.0322, 1.0287, 1.0263, 1.0277, 1.0357, 1.027, 1.036, 1.0261, 1.0259, 1.0267, 1.0292, 1.0341, 1.0281, 1.03, 1.0335, 1.0292, 1.0277, 1.0357, 1.0263, 1.0274, 1.0261
0.0125, 0.9728, 0.973, 0.9727, 0.9727, 0.973, 0.9728, 1.0577, 1.052, 1.0579, 1.0544, 1.0518, 1.0539, 1.0362, 1.0374, 1.0395, 1.0528, 1.0542, 1.0517, 1.051, 1.0539, 1.0507, 1.0537, 1.0517, 1.0528, 1.0542, 1.0521, 1.0545, 1.0516, 1.0513, 1.0518, 1.0542, 1.0527, 1.0532, 1.0548, 1.052, 1.0541, 1.0528, 1.0542, 1.0517, 1.0525, 1.0515, 0.9395, 0.9397, 0.9394, 0.9393, 0.9397, 0.9395, 1.0332, 1.0336, 1.0334, 1.0296, 1.0333, 1.0289, 1.0101, 1.018, 1.0136, 1.0277, 1.0357, 1.0263, 1.0324, 1.0289, 1.0322, 1.0287, 1.0263, 1.0277, 1.0357, 1.027, 1.036, 1.0262, 1.0259, 1.0268, 1.0293, 1.0341, 1.0281, 1.03, 1.0335, 1.0292, 1.0277, 1.0357, 1.0263, 1.0275, 1.0261
0.0167, 0.9728, 0.973, 0.9727, 0.9727, 0.973, 0.9728, 1.0577, 1.052, 1.0579, 1.0545, 1.0518, 1.0539, 1.0362, 1.0374, 1.0395, 1.0528, 1.0543, 1.0517, 1.051, 1.0539, 1.0508, 1.0537, 1.0517, 1.0528, 1.0543, 1.0522, 1.0546, 1.0516, 1.0514, 1.0519, 1.0542, 1.0527, 1.0532, 1.0548, 1.052, 1.0542, 1.0528, 1.0543, 1.0517, 1.0526, 1.0516, 0.9395, 0.9397, 0.9394, 0.9393, 0.9397, 0.9395, 1.0332, 1.0336, 1.0334, 1.0296, 1.0333, 1.0289, 1.0101, 1.018, 1.0136, 1.0278, 1.0358, 1.0264, 1.0324, 1.029, 1.0322, 1.0287, 1.0264, 1.0278, 1.0358, 1.0271, 1.0361, 1.0262, 1.026, 1.0268, 1.0293, 1.0342, 1.0281, 1.03, 1.0335, 1.0292, 1.0278, 1.0358, 1.0264, 1.0275, 1.0262
0.0167, 0.9728, 0.973, 0.9727, 0.9727, 0.973, 0.9728, 1.0577, 1.052, 1.0579, 1.0545, 1.0518, 1.0539, 1.0362, 1.0375, 1.0396, 1.0529, 1.0543, 1.0518, 1.051, 1.0539, 1.0508, 1.0537, 1.0518, 1.0529, 1.0543, 1.0522, 1.0546, 1.0516, 1.0514, 1.0519, 1.0542, 1.0527, 1.0533, 1.0548, 1.052, 1.0542, 1.0529, 1.0543, 1.0518, 1.0526, 1.0516, 0.9395, 0.9397, 0.9394, 0.9393, 0.9397, 0.9395, 1.0332, 1.0336, 1.0334, 1.0297, 1.0333, 1.0289, 1.0101, 1.0181, 1.0136, 1.0278, 1.0358, 1.0264, 1.0324, 1.029, 1.0322, 1.0287, 1.0264, 1.0278, 1.0358, 1.0271, 1.0361, 1.0263, 1.026, 1.0269, 1.0293, 1.0342, 1.0282, 1.03, 1.0335, 1.0292, 1.0278, 1.0358, 1.0264, 1.0276, 1.0262
0.0208, 0.9728, 0.973, 0.9727, 0.9727, 0.973, 0.9728, 1.0577, 1.052, 1.0579, 1.0545, 1.0518, 1.0539, 1.0363, 1.0375, 1.0396, 1.0529, 1.0543, 1.0518, 1.051, 1.054, 1.0508, 1.0537, 1.0518, 1.0529, 1.0543, 1.0523, 1.0546, 1.0517, 1.0515, 1.052, 1.0543, 1.0527, 1.0533, 1.0549, 1.0521, 1.0542, 1.0529, 1.0543, 1.0518, 1.0527, 1.0516, 0.9395, 0.9397, 0.9394, 0.9393, 0.9397, 0.9395, 1.0332, 1.0336, 1.0334, 1.0297, 1.0333, 1.0289, 1.0102, 1.0181, 1.0136, 1.0278, 1.0358, 1.0265, 1.0324, 1.029, 1.0322, 1.0288, 1.0265, 1.0278, 1.0358, 1.0272, 1.0361, 1.0263, 1.0261, 1.0269, 1.0294, 1.0342, 1.0282, 1.03, 1.0336, 1.0293, 1.0278, 1.0358, 1.0265, 1.0276, 1.0263
