Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 ', VARS 3008 TO 3018 CKT '1 '
0.0, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1712, -96.9558, 374.1712, -96.9558, 224.6683, -215.6056, 224.6683, -215.6056, 297.8091, -283.0753, 313.4124, 238.6058, 196.6413, 70.2297, -64.5205, -236.5327, 138.1974, 99.8297, 115.1645, 80.1154, -47.3639, -3.2452, -121.4429, 86.5385, -148.181, -91.4877, -89.7168, -61.4086, 316.5204, -61.4109, 280.1256, -21.8467, -300.6983, 123.4556, 510.3035, 220.5818, 97.8323, -81.6156, 97.8323, -81.6156, 277.0935, 152.1015, -417.6181, 22.2666, 138.9945, 61.5487, 308.0708, 140.9268, -447.0654, -202.4754, 138.9275, 58.198, 154.0354, 66.0257, 154.0354, 66.0257, 72.2962, 34.7169, 47.4735, -4.9791, 184.7687, 89.1483, 123.3887, 62.6516, 62.1854, 37.5974, -19.0798, 0.3918
0.0042, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1712, -96.9554, 374.1712, -96.9554, 224.6683, -215.6052, 224.6683, -215.6052, 297.8091, -283.0749, 313.4125, 238.6058, 196.6411, 70.2298, -64.5204, -236.5326, 138.1974, 99.8298, 115.1645, 80.1155, -47.3639, -3.2453, -121.4429, 86.5385, -148.1811, -91.4881, -89.7168, -61.4087, 316.5204, -61.4106, 280.1256, -21.8464, -300.6984, 123.455, 510.3033, 220.582, 97.8322, -81.6156, 97.8322, -81.6156, 277.0935, 152.1015, -417.6184, 22.2659, 138.9945, 61.5488, 308.0709, 140.927, -447.0654, -202.4757, 138.9275, 58.1981, 154.0354, 66.0258, 154.0354, 66.0258, 72.2962, 34.7169, 47.4735, -4.979, 184.7688, 89.1483, 123.3887, 62.6516, 62.1854, 37.5974, -19.0798, 0.3917
0.0083, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1712, -96.9551, 374.1712, -96.9551, 224.6683, -215.605, 224.6683, -215.605, 297.8091, -283.0747, 313.4126, 238.6059, 196.6411, 70.2299, -64.5204, -236.5325, 138.1975, 99.8298, 115.1645, 80.1155, -47.3639, -3.2453, -121.4428, 86.5385, -148.1811, -91.4882, -89.7168, -61.4088, 316.5203, -61.4104, 280.1256, -21.8463, -300.6982, 123.4548, 510.3032, 220.5822, 97.8322, -81.6156, 97.8322, -81.6156, 277.0935, 152.1016, -417.6185, 22.2655, 138.9945, 61.5489, 308.0709, 140.9272, -447.0654, -202.476, 138.9275, 58.1982, 154.0354, 66.0258, 154.0354, 66.0258, 72.2962, 34.7169, 47.4735, -4.979, 184.7688, 89.1484, 123.3887, 62.6517, 62.1854, 37.5974, -19.0799, 0.3916
0.0125, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1711, -96.9551, 374.1711, -96.9551, 224.6682, -215.6049, 224.6682, -215.6049, 297.809, -283.0746, 313.4126, 238.6057, 196.641, 70.2299, -64.5204, -236.5325, 138.1974, 99.8297, 115.1645, 80.1154, -47.3639, -3.2454, -121.4428, 86.5384, -148.1811, -91.4883, -89.7168, -61.4089, 316.5202, -61.4102, 280.1256, -21.8462, -300.6982, 123.4545, 510.303, 220.5822, 97.8321, -81.6156, 97.8321, -81.6156, 277.0935, 152.1015, -417.6186, 22.2653, 138.9945, 61.5489, 308.0708, 140.9272, -447.0654, -202.4761, 138.9275, 58.1982, 154.0354, 66.0259, 154.0354, 66.0259, 72.2962, 34.7169, 47.4735, -4.9789, 184.7688, 89.1483, 123.3887, 62.6516, 62.1854, 37.5974, -19.0799, 0.3915
0.0167, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1711, -96.9548, 374.1711, -96.9548, 224.6682, -215.6047, 224.6682, -215.6047, 297.8091, -283.0743, 313.4127, 238.6058, 196.6409, 70.2299, -64.5204, -236.5324, 138.1975, 99.8298, 115.1646, 80.1155, -47.3639, -3.2454, -121.4427, 86.5384, -148.1811, -91.4884, -89.7168, -61.409, 316.5202, -61.41, 280.1257, -21.846, -300.6982, 123.4542, 510.3029, 220.5824, 97.8321, -81.6156, 97.8321, -81.6156, 277.0936, 152.1016, -417.6187, 22.265, 138.9945, 61.5489, 308.0708, 140.9273, -447.0653, -202.4762, 138.9275, 58.1983, 154.0354, 66.0259, 154.0354, 66.0259, 72.2963, 34.7169, 47.4735, -4.9789, 184.7688, 89.1483, 123.3888, 62.6516, 62.1854, 37.5974, -19.0799, 0.3913
0.0208, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1711, -96.9547, 374.1711, -96.9547, 224.6682, -215.6045, 224.6682, -215.6045, 297.809, -283.0741, 313.4127, 238.6057, 196.6408, 70.23, -64.5204, -236.5323, 138.1975, 99.8298, 115.1646, 80.1155, -47.3639, -3.2455, -121.4427, 86.5384, -148.1811, -91.4884, -89.7169, -61.4091, 316.5202, -61.4099, 280.1257, -21.8459, -300.6982, 123.4541, 510.3028, 220.5824, 97.8321, -81.6156, 97.8321, -81.6156, 277.0936, 152.1015, -417.6187, 22.2649, 138.9945, 61.549, 308.0709, 140.9274, -447.0654, -202.4764, 138.9275, 58.1983, 154.0354, 66.026, 154.0354, 66.026, 72.2963, 34.7168, 47.4735, -4.9788, 184.7688, 89.1483, 123.3888, 62.6516, 62.1854, 37.5974, -19.0799, 0.3911
0.025, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1711, -96.9546, 374.1711, -96.9546, 224.6682, -215.6044, 224.6682, -215.6044, 297.809, -283.074, 313.4127, 238.6056, 196.6408, 70.23, -64.5204, -236.5323, 138.1975, 99.8298, 115.1646, 80.1154, -47.3639, -3.2455, -121.4427, 86.5384, -148.1811, -91.4885, -89.7169, -61.4092, 316.5202, -61.4098, 280.1257, -21.8458, -300.6982, 123.4538, 510.3027, 220.5825, 97.8321, -81.6156, 97.8321, -81.6156, 277.0936, 152.1015, -417.6187, 22.2647, 138.9945, 61.549, 308.0709, 140.9275, -447.0654, -202.4765, 138.9275, 58.1984, 154.0354, 66.026, 154.0354, 66.026, 72.2963, 34.7168, 47.4735, -4.9788, 184.7688, 89.1483, 123.3888, 62.6516, 62.1855, 37.5973, -19.0799, 0.3909
0.0292, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1711, -96.9544, 374.1711, -96.9544, 224.6682, -215.6043, 224.6682, -215.6043, 297.8091, -283.0739, 313.4128, 238.6056, 196.6407, 70.2301, -64.5203, -236.5323, 138.1975, 99.8298, 115.1646, 80.1155, -47.3639, -3.2456, -121.4426, 86.5384, -148.1811, -91.4885, -89.7169, -61.4093, 316.5201, -61.4097, 280.1257, -21.8457, -300.6982, 123.4536, 510.3026, 220.5825, 97.832, -81.6156, 97.832, -81.6156, 277.0936, 152.1015, -417.6188, 22.2645, 138.9945, 61.549, 308.0709, 140.9275, -447.0654, -202.4765, 138.9275, 58.1984, 154.0354, 66.026, 154.0354, 66.026, 72.2963, 34.7168, 47.4735, -4.9787, 184.7688, 89.1483, 123.3888, 62.6516, 62.1855, 37.5973, -19.0799, 0.3908
0.0333, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1711, -96.9544, 374.1711, -96.9544, 224.6682, -215.6042, 224.6682, -215.6042, 297.8091, -283.0738, 313.4128, 238.6055, 196.6407, 70.2301, -64.5203, -236.5323, 138.1976, 99.8298, 115.1646, 80.1155, -47.3639, -3.2456, -121.4426, 86.5384, -148.181, -91.4884, -89.7169, -61.4095, 316.5201, -61.4096, 280.1257, -21.8456, -300.6982, 123.4534, 510.3026, 220.5826, 97.832, -81.6155, 97.832, -81.6155, 277.0937, 152.1015, -417.6187, 22.2645, 138.9946, 61.5491, 308.0709, 140.9276, -447.0655, -202.4767, 138.9275, 58.1985, 154.0354, 66.0261, 154.0354, 66.0261, 72.2963, 34.7168, 47.4735, -4.9786, 184.7688, 89.1483, 123.3888, 62.6516, 62.1855, 37.5973, -19.0799, 0.3905
0.0375, 0.8655, 0.8655, 0.8814, 0.9241, 0.9606, 0.9064, 0.9198, 0.9107, 0.8737, 0.8877, 0.9102, 0.9102, 0.8964, 1.0171, 1.0078, 1.0063, 0.9685, 0.9624, 0.9614, 0.9339, 0.9213, 1.0388, 0.9211, 374.1712, -96.9543, 374.1712, -96.9543, 224.6682, -215.6041, 224.6682, -215.6041, 297.8091, -283.0736, 313.4128, 238.6055, 196.6407, 70.2302, -64.5203, -236.5323, 138.1976, 99.8298, 115.1646, 80.1155, -47.3639, -3.2457, -121.4426, 86.5384, -148.181, -91.4884, -89.717, -61.4096, 316.5201, -61.4095, 280.1258, -21.8456, -300.6982, 123.4533, 510.3026, 220.5826, 97.832, -81.6155, 97.832, -81.6155, 277.0937, 152.1015, -417.6188, 22.2644, 138.9946, 61.5492, 308.0709, 140.9277, -447.0655, -202.4769, 138.9275, 58.1985, 154.0355, 66.0261, 154.0355, 66.0261, 72.2963, 34.7167, 47.4735, -4.9786, 184.7688, 89.1483, 123.3888, 62.6516, 62.1855, 37.5973, -19.0799, 0.3903
