Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 ', VARS 3008 TO 3018 CKT '1 '
0.0, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.94, -99.9836, 404.94, -99.9836, 241.1097, -238.4325, 241.1097, -238.4325, 326.5107, -336.8123, 342.21, 301.7815, 210.3872, 42.3356, -73.9171, -203.7281, 153.9918, 102.4744, 128.3265, 81.7768, -53.262, 51.6203, -120.5937, 101.3667, -149.845, -134.5607, -111.6139, -18.798, 339.8148, -49.5198, 310.0837, -19.6851, -325.3684, 125.3567, 547.4634, 253.5903, 96.8167, -99.5212, 96.8167, -99.5212, 306.9094, 193.9052, -449.3736, 27.2922, 149.986, -0.0722, 329.7144, 24.1921, -479.7003, -24.12, 149.923, -3.2178, 164.8572, 8.0205, 164.8572, 8.0205, 74.4043, 46.0477, 53.5165, -59.9096, 193.8833, 66.0875, 128.3009, 38.0237, 62.1891, 13.1336, -39.5778, 1.3488
0.0042, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9401, -99.9838, 404.9401, -99.9838, 241.1097, -238.4326, 241.1097, -238.4326, 326.5107, -336.8125, 342.2101, 301.7814, 210.3873, 42.3356, -73.9172, -203.7282, 153.9918, 102.4744, 128.3265, 81.7768, -53.262, 51.6203, -120.5937, 101.3667, -149.8451, -134.5607, -111.614, -18.7979, 339.8148, -49.5199, 310.0838, -19.6852, -325.3686, 125.3568, 547.4636, 253.5902, 96.8167, -99.5213, 96.8167, -99.5213, 306.9095, 193.9052, -449.3736, 27.2923, 149.986, -0.0722, 329.7145, 24.192, -479.7005, -24.1198, 149.9231, -3.2179, 164.8572, 8.0204, 164.8572, 8.0204, 74.4043, 46.0476, 53.5165, -59.9097, 193.8834, 66.0875, 128.301, 38.0237, 62.1892, 13.1336, -39.5778, 1.3488
0.0083, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9401, -99.9838, 404.9401, -99.9838, 241.1098, -238.4326, 241.1098, -238.4326, 326.5107, -336.8125, 342.2101, 301.7815, 210.3873, 42.3355, -73.9172, -203.7282, 153.9918, 102.4744, 128.3265, 81.7768, -53.262, 51.6204, -120.5937, 101.3667, -149.8451, -134.5607, -111.614, -18.7979, 339.8149, -49.5199, 310.0838, -19.6853, -325.3686, 125.3569, 547.4636, 253.5901, 96.8167, -99.5213, 96.8167, -99.5213, 306.9095, 193.9052, -449.3736, 27.2925, 149.986, -0.0723, 329.7145, 24.1919, -479.7005, -24.1197, 149.9231, -3.2179, 164.8572, 8.0204, 164.8572, 8.0204, 74.4043, 46.0477, 53.5165, -59.9097, 193.8834, 66.0875, 128.301, 38.0236, 62.1892, 13.1336, -39.5778, 1.3488
0.0125, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9402, -99.9838, 404.9402, -99.9838, 241.1098, -238.4326, 241.1098, -238.4326, 326.5108, -336.8125, 342.2101, 301.7814, 210.3873, 42.3355, -73.9172, -203.7282, 153.9919, 102.4744, 128.3266, 81.7768, -53.262, 51.6204, -120.5937, 101.3667, -149.845, -134.5607, -111.614, -18.7978, 339.8149, -49.5199, 310.0838, -19.6853, -325.3686, 125.357, 547.4637, 253.5901, 96.8167, -99.5213, 96.8167, -99.5213, 306.9095, 193.9051, -449.3734, 27.2925, 149.986, -0.0723, 329.7145, 24.1919, -479.7004, -24.1197, 149.9231, -3.2179, 164.8572, 8.0204, 164.8572, 8.0204, 74.4043, 46.0476, 53.5165, -59.9097, 193.8834, 66.0875, 128.301, 38.0236, 62.1892, 13.1336, -39.5778, 1.3489
0.0167, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9402, -99.9838, 404.9402, -99.9838, 241.1098, -238.4326, 241.1098, -238.4326, 326.5108, -336.8125, 342.2101, 301.7815, 210.3873, 42.3355, -73.9172, -203.7281, 153.9919, 102.4744, 128.3266, 81.7768, -53.262, 51.6204, -120.5937, 101.3667, -149.845, -134.5607, -111.614, -18.7978, 339.8149, -49.5199, 310.0839, -19.6853, -325.3687, 125.357, 547.4637, 253.5901, 96.8167, -99.5213, 96.8167, -99.5213, 306.9096, 193.9051, -449.3734, 27.2925, 149.986, -0.0723, 329.7145, 24.1919, -479.7005, -24.1196, 149.9231, -3.2179, 164.8572, 8.0204, 164.8572, 8.0204, 74.4043, 46.0477, 53.5165, -59.9097, 193.8834, 66.0875, 128.301, 38.0236, 62.1892, 13.1336, -39.5778, 1.3489
0.0208, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9403, -99.9838, 404.9403, -99.9838, 241.1098, -238.4327, 241.1098, -238.4327, 326.5108, -336.8125, 342.2102, 301.7814, 210.3873, 42.3355, -73.9172, -203.7282, 153.9919, 102.4744, 128.3266, 81.7768, -53.262, 51.6204, -120.5938, 101.3667, -149.845, -134.5608, -111.614, -18.7978, 339.815, -49.52, 310.0839, -19.6853, -325.3687, 125.3571, 547.4637, 253.5901, 96.8167, -99.5213, 96.8167, -99.5213, 306.9096, 193.9051, -449.3733, 27.2924, 149.986, -0.0722, 329.7145, 24.192, -479.7006, -24.1197, 149.9231, -3.2179, 164.8573, 8.0204, 164.8573, 8.0204, 74.4043, 46.0477, 53.5165, -59.9097, 193.8834, 66.0875, 128.301, 38.0237, 62.1892, 13.1336, -39.5778, 1.349
0.025, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9403, -99.9839, 404.9403, -99.9839, 241.1098, -238.4327, 241.1098, -238.4327, 326.5109, -336.8127, 342.2102, 301.7815, 210.3873, 42.3355, -73.9172, -203.7282, 153.9919, 102.4744, 128.3266, 81.7767, -53.262, 51.6204, -120.5938, 101.3667, -149.8449, -134.5608, -111.614, -18.7977, 339.815, -49.52, 310.0839, -19.6854, -325.3687, 125.3571, 547.4638, 253.5901, 96.8167, -99.5213, 96.8167, -99.5213, 306.9097, 193.9051, -449.3732, 27.2924, 149.9861, -0.0723, 329.7145, 24.1919, -479.7006, -24.1196, 149.9231, -3.2179, 164.8573, 8.0204, 164.8573, 8.0204, 74.4043, 46.0477, 53.5165, -59.9098, 193.8834, 66.0875, 128.301, 38.0237, 62.1892, 13.1336, -39.5778, 1.3491
0.0292, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9403, -99.9839, 404.9403, -99.9839, 241.1098, -238.4328, 241.1098, -238.4328, 326.5109, -336.8127, 342.2102, 301.7815, 210.3874, 42.3355, -73.9172, -203.7282, 153.9919, 102.4744, 128.3266, 81.7767, -53.262, 51.6204, -120.5938, 101.3667, -149.8449, -134.5608, -111.614, -18.7977, 339.815, -49.52, 310.0839, -19.6854, -325.3687, 125.3572, 547.4639, 253.59, 96.8168, -99.5213, 96.8168, -99.5213, 306.9097, 193.9051, -449.3731, 27.2925, 149.9861, -0.0723, 329.7145, 24.1918, -479.7006, -24.1195, 149.9231, -3.218, 164.8573, 8.0204, 164.8573, 8.0204, 74.4043, 46.0477, 53.5165, -59.9098, 193.8834, 66.0875, 128.301, 38.0237, 62.1892, 13.1336, -39.5777, 1.3491
0.0333, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9403, -99.9839, 404.9403, -99.9839, 241.1098, -238.4328, 241.1098, -238.4328, 326.5108, -336.8127, 342.2101, 301.7815, 210.3874, 42.3355, -73.9172, -203.7282, 153.9919, 102.4744, 128.3266, 81.7767, -53.262, 51.6205, -120.5938, 101.3667, -149.8449, -134.5608, -111.614, -18.7976, 339.815, -49.52, 310.0839, -19.6854, -325.3687, 125.3572, 547.4639, 253.5901, 96.8168, -99.5213, 96.8168, -99.5213, 306.9096, 193.9051, -449.373, 27.2925, 149.986, -0.0723, 329.7145, 24.1918, -479.7006, -24.1195, 149.9231, -3.218, 164.8573, 8.0204, 164.8573, 8.0204, 74.4043, 46.0477, 53.5165, -59.9098, 193.8834, 66.0875, 128.301, 38.0237, 62.1892, 13.1336, -39.5777, 1.3492
0.0375, 0.9527, 0.9527, 0.9674, 1.0033, 1.0419, 0.9898, 1.009, 0.9928, 0.9532, 0.9719, 0.9947, 0.994, 0.9873, 1.0357, 1.0355, 1.0342, 1.029, 1.0215, 1.0363, 0.9999, 0.9941, 1.04, 0.9936, 404.9403, -99.9838, 404.9403, -99.9838, 241.1098, -238.4328, 241.1098, -238.4328, 326.5109, -336.8126, 342.2102, 301.7816, 210.3874, 42.3355, -73.9172, -203.7282, 153.9919, 102.4744, 128.3266, 81.7768, -53.262, 51.6205, -120.5938, 101.3667, -149.8448, -134.5608, -111.614, -18.7976, 339.815, -49.52, 310.0839, -19.6854, -325.3687, 125.3573, 547.4639, 253.5901, 96.8168, -99.5213, 96.8168, -99.5213, 306.9097, 193.9051, -449.373, 27.2925, 149.9861, -0.0723, 329.7145, 24.1918, -479.7006, -24.1195, 149.9231, -3.218, 164.8573, 8.0204, 164.8573, 8.0204, 74.4043, 46.0477, 53.5165, -59.9098, 193.8834, 66.0875, 128.301, 38.0237, 62.1892, 13.1336, -39.5777, 1.3492
