Time(s), 3005.sourcebus.1, 3005.sourcebus.2, 3005.sourcebus.3, 3005.650.1, 3005.650.2, 3005.650.3, 3005.rg60.1, 3005.rg60.2, 3005.rg60.3, 3005.633.1, 3005.633.2, 3005.633.3, 3005.634.1, 3005.634.2, 3005.634.3, 3005.671.1, 3005.671.2, 3005.671.3, 3005.645.2, 3005.645.3, 3005.646.2, 3005.646.3, 3005.692.3, 3005.692.1, 3005.692.2, 3005.675.1, 3005.675.2, 3005.675.3, 3005.611.3, 3005.652.1, 3005.670.1, 3005.670.2, 3005.670.3, 3005.632.1, 3005.632.2, 3005.632.3, 3005.680.1, 3005.680.2, 3005.680.3, 3005.684.1, 3005.684.3, 3008.sourcebus.1, 3008.sourcebus.2, 3008.sourcebus.3, 3008.650.1, 3008.650.2, 3008.650.3, 3008.rg60.1, 3008.rg60.2, 3008.rg60.3, 3008.633.1, 3008.633.2, 3008.633.3, 3008.634.1, 3008.634.2, 3008.634.3, 3008.671.1, 3008.671.2, 3008.671.3, 3008.645.2, 3008.645.3, 3008.646.2, 3008.646.3, 3008.692.3, 3008.692.1, 3008.692.2, 3008.675.1, 3008.675.2, 3008.675.3, 3008.611.3, 3008.652.1, 3008.670.1, 3008.670.2, 3008.670.3, 3008.632.1, 3008.632.2, 3008.632.3, 3008.680.1, 3008.680.2, 3008.680.3, 3008.684.1, 3008.684.3
0.0, 1.0553, 1.0555, 1.0552, 1.0552, 1.0555, 1.0553, 1.0617, 1.062, 1.0618, 1.057, 1.0613, 1.056, 1.0345, 1.0437, 1.0383, 1.0544, 1.0639, 1.0524, 1.0603, 1.056, 1.0601, 1.0557, 1.0524, 1.0544, 1.0639, 1.0536, 1.0642, 1.0522, 1.0519, 1.0532, 1.0565, 1.0623, 1.0549, 1.0575, 1.0616, 1.0563, 1.0544, 1.0639, 1.0524, 1.0541, 1.0521, 1.0341, 1.0343, 1.034, 1.0339, 1.0343, 1.0341, 1.0597, 1.0601, 1.0599, 1.0547, 1.0593, 1.0535, 1.0307, 1.0406, 1.0347, 1.0517, 1.0619, 1.0495, 1.0582, 1.0535, 1.0579, 1.0532, 1.0495, 1.0517, 1.0619, 1.0508, 1.0622, 1.0492, 1.0489, 1.0505, 1.054, 1.0602, 1.0522, 1.0551, 1.0596, 1.0538, 1.0517, 1.0619, 1.0495, 1.0514, 1.0492
0.0042, 1.065, 1.0652, 1.0648, 1.0648, 1.0651, 1.065, 1.058, 1.0584, 1.0582, 1.0534, 1.0577, 1.0523, 1.0308, 1.0401, 1.0346, 1.0508, 1.0603, 1.0488, 1.0567, 1.0524, 1.0565, 1.0521, 1.0488, 1.0508, 1.0603, 1.05, 1.0606, 1.0486, 1.0483, 1.0496, 1.0529, 1.0587, 1.0512, 1.0539, 1.058, 1.0527, 1.0508, 1.0603, 1.0488, 1.0505, 1.0485, 1.0356, 1.0357, 1.0354, 1.0353, 1.0357, 1.0355, 1.0611, 1.0616, 1.0613, 1.0561, 1.0607, 1.0549, 1.0322, 1.0421, 1.0362, 1.0532, 1.0633, 1.051, 1.0596, 1.055, 1.0594, 1.0547, 1.051, 1.0532, 1.0633, 1.0523, 1.0637, 1.0507, 1.0504, 1.052, 1.0555, 1.0617, 1.0537, 1.0566, 1.061, 1.0553, 1.0532, 1.0633, 1.051, 1.0529, 1.0507
0.0042, 1.065, 1.0652, 1.0648, 1.0648, 1.0651, 1.065, 1.058, 1.0584, 1.0582, 1.0535, 1.0578, 1.0524, 1.0308, 1.0401, 1.0346, 1.0508, 1.0603, 1.0488, 1.0567, 1.0524, 1.0565, 1.0521, 1.0488, 1.0508, 1.0603, 1.05, 1.0607, 1.0486, 1.0483, 1.0497, 1.0529, 1.0587, 1.0513, 1.0539, 1.058, 1.0527, 1.0508, 1.0603, 1.0488, 1.0505, 1.0486, 1.0356, 1.0357, 1.0354, 1.0353, 1.0357, 1.0355, 1.0611, 1.0616, 1.0613, 1.0562, 1.0607, 1.055, 1.0322, 1.0421, 1.0362, 1.0532, 1.0634, 1.051, 1.0597, 1.055, 1.0594, 1.0547, 1.051, 1.0532, 1.0634, 1.0524, 1.0637, 1.0508, 1.0504, 1.052, 1.0555, 1.0617, 1.0537, 1.0566, 1.061, 1.0553, 1.0532, 1.0634, 1.051, 1.0529, 1.0507
0.0083, 1.065, 1.0652, 1.0648, 1.0648, 1.0651, 1.065, 1.0581, 1.0584, 1.0582, 1.0535, 1.0578, 1.0524, 1.0308, 1.0401, 1.0346, 1.0509, 1.0604, 1.0489, 1.0567, 1.0524, 1.0565, 1.0521, 1.0489, 1.0509, 1.0604, 1.0501, 1.0607, 1.0487, 1.0483, 1.0497, 1.053, 1.0587, 1.0513, 1.0539, 1.0581, 1.0528, 1.0509, 1.0604, 1.0489, 1.0506, 1.0486, 1.0356, 1.0358, 1.0354, 1.0354, 1.0357, 1.0355, 1.0611, 1.0616, 1.0613, 1.0562, 1.0608, 1.055, 1.0322, 1.0421, 1.0362, 1.0533, 1.0634, 1.0511, 1.0597, 1.055, 1.0594, 1.0547, 1.0511, 1.0533, 1.0634, 1.0524, 1.0637, 1.0508, 1.0505, 1.0521, 1.0556, 1.0617, 1.0538, 1.0566, 1.0611, 1.0554, 1.0533, 1.0634, 1.0511, 1.053, 1.0508
0.0083, 1.065, 1.0652, 1.0648, 1.0648, 1.0651, 1.065, 1.0581, 1.0584, 1.0582, 1.0535, 1.0578, 1.0524, 1.0308, 1.0401, 1.0346, 1.0509, 1.0604, 1.0489, 1.0568, 1.0525, 1.0565, 1.0522, 1.0489, 1.0509, 1.0604, 1.0501, 1.0607, 1.0487, 1.0484, 1.0498, 1.053, 1.0587, 1.0513, 1.0539, 1.0581, 1.0528, 1.0509, 1.0604, 1.0489, 1.0506, 1.0487, 1.0356, 1.0358, 1.0354, 1.0354, 1.0357, 1.0355, 1.0611, 1.0616, 1.0613, 1.0562, 1.0608, 1.055, 1.0323, 1.0421, 1.0362, 1.0533, 1.0634, 1.0511, 1.0597, 1.0551, 1.0594, 1.0547, 1.0511, 1.0533, 1.0634, 1.0525, 1.0638, 1.0509, 1.0505, 1.0521, 1.0556, 1.0617, 1.0538, 1.0567, 1.0611, 1.0554, 1.0533, 1.0634, 1.0511, 1.053, 1.0508
0.0125, 1.065, 1.0652, 1.0648, 1.0648, 1.0651, 1.065, 1.0581, 1.0584, 1.0582, 1.0535, 1.0578, 1.0524, 1.0309, 1.0401, 1.0347, 1.051, 1.0604, 1.049, 1.0568, 1.0525, 1.0565, 1.0522, 1.049, 1.051, 1.0604, 1.0501, 1.0608, 1.0487, 1.0484, 1.0498, 1.053, 1.0588, 1.0514, 1.054, 1.0581, 1.0528, 1.051, 1.0604, 1.049, 1.0507, 1.0487, 1.0356, 1.0358, 1.0354, 1.0354, 1.0357, 1.0356, 1.0612, 1.0616, 1.0613, 1.0562, 1.0608, 1.055, 1.0323, 1.0421, 1.0363, 1.0534, 1.0635, 1.0512, 1.0597, 1.0551, 1.0594, 1.0548, 1.0512, 1.0534, 1.0635, 1.0525, 1.0638, 1.0509, 1.0506, 1.0522, 1.0556, 1.0618, 1.0538, 1.0567, 1.0611, 1.0554, 1.0534, 1.0635, 1.0512, 1.0531, 1.0509
0.0125, 1.065, 1.0652, 1.0648, 1.0648, 1.0652, 1.065, 1.0581, 1.0584, 1.0582, 1.0536, 1.0578, 1.0525, 1.0309, 1.0402, 1.0347, 1.051, 1.0605, 1.049, 1.0568, 1.0525, 1.0566, 1.0522, 1.049, 1.051, 1.0605, 1.0502, 1.0608, 1.0488, 1.0485, 1.0499, 1.053, 1.0588, 1.0514, 1.054, 1.0581, 1.0528, 1.051, 1.0605, 1.049, 1.0507, 1.0487, 1.0356, 1.0358, 1.0354, 1.0354, 1.0357, 1.0356, 1.0612, 1.0616, 1.0614, 1.0563, 1.0608, 1.0551, 1.0323, 1.0422, 1.0363, 1.0534, 1.0635, 1.0512, 1.0597, 1.0551, 1.0595, 1.0548, 1.0512, 1.0534, 1.0635, 1.0526, 1.0638, 1.051, 1.0506, 1.0522, 1.0557, 1.0618, 1.0539, 1.0567, 1.0611, 1.0554, 1.0534, 1.0635, 1.0512, 1.0531, 1.0509
0.0167, 1.065, 1.0652, 1.0648, 1.0648, 1.0652, 1.065, 1.0581, 1.0584, 1.0582, 1.0536, 1.0579, 1.0525, 1.0309, 1.0402, 1.0347, 1.0511, 1.0605, 1.0491, 1.0568, 1.0526, 1.0566, 1.0522, 1.0491, 1.0511, 1.0605, 1.0502, 1.0608, 1.0488, 1.0485, 1.0499, 1.0531, 1.0588, 1.0514, 1.054, 1.0581, 1.0529, 1.0511, 1.0605, 1.0491, 1.0508, 1.0488, 1.0356, 1.0358, 1.0354, 1.0354, 1.0358, 1.0356, 1.0612, 1.0616, 1.0614, 1.0563, 1.0608, 1.0551, 1.0324, 1.0422, 1.0363, 1.0535, 1.0635, 1.0513, 1.0598, 1.0551, 1.0595, 1.0548, 1.0513, 1.0535, 1.0635, 1.0526, 1.0639, 1.051, 1.0507, 1.0523, 1.0557, 1.0618, 1.0539, 1.0567, 1.0611, 1.0555, 1.0535, 1.0635, 1.0513, 1.0532, 1.051
0.0167, 1.065, 1.0652, 1.0648, 1.0648, 1.0652, 1.065, 1.0581, 1.0585, 1.0583, 1.0536, 1.0579, 1.0525, 1.031, 1.0402, 1.0348, 1.0511, 1.0605, 1.0491, 1.0568, 1.0526, 1.0566, 1.0523, 1.0491, 1.0511, 1.0605, 1.0503, 1.0609, 1.0489, 1.0486, 1.05, 1.0531, 1.0588, 1.0515, 1.054, 1.0582, 1.0529, 1.0511, 1.0605, 1.0491, 1.0508, 1.0488, 1.0356, 1.0358, 1.0354, 1.0354, 1.0358, 1.0356, 1.0612, 1.0616, 1.0614, 1.0563, 1.0609, 1.0551, 1.0324, 1.0422, 1.0363, 1.0535, 1.0636, 1.0513, 1.0598, 1.0552, 1.0595, 1.0548, 1.0513, 1.0535, 1.0636, 1.0526, 1.0639, 1.0511, 1.0507, 1.0523, 1.0557, 1.0618, 1.0539, 1.0568, 1.0612, 1.0555, 1.0535, 1.0636, 1.0513, 1.0532, 1.051
0.0208, 1.065, 1.0652, 1.0648, 1.0648, 1.0652, 1.065, 1.0581, 1.0585, 1.0583, 1.0536, 1.0579, 1.0526, 1.031, 1.0402, 1.0348, 1.0512, 1.0606, 1.0492, 1.0569, 1.0526, 1.0566, 1.0523, 1.0492, 1.0512, 1.0606, 1.0503, 1.0609, 1.0489, 1.0486, 1.05, 1.0532, 1.0589, 1.0515, 1.0541, 1.0582, 1.0529, 1.0512, 1.0606, 1.0492, 1.0509, 1.0489, 1.0356, 1.0358, 1.0354, 1.0354, 1.0358, 1.0356, 1.0612, 1.0616, 1.0614, 1.0563, 1.0609, 1.0551, 1.0324, 1.0422, 1.0364, 1.0536, 1.0636, 1.0514, 1.0598, 1.0552, 1.0595, 1.0549, 1.0514, 1.0536, 1.0636, 1.0527, 1.0639, 1.0511, 1.0508, 1.0524, 1.0558, 1.0619, 1.054, 1.0568, 1.0612, 1.0555, 1.0536, 1.0636, 1.0514, 1.0533, 1.0511
