Time(s), 3005.sourcebus.1, 3005.sourcebus.2, 3005.sourcebus.3, 3005.650.1, 3005.650.2, 3005.650.3, 3005.rg60.1, 3005.rg60.2, 3005.rg60.3, 3005.633.1, 3005.633.2, 3005.633.3, 3005.634.1, 3005.634.2, 3005.634.3, 3005.671.1, 3005.671.2, 3005.671.3, 3005.645.2, 3005.645.3, 3005.646.2, 3005.646.3, 3005.692.3, 3005.692.1, 3005.692.2, 3005.675.1, 3005.675.2, 3005.675.3, 3005.611.3, 3005.652.1, 3005.670.1, 3005.670.2, 3005.670.3, 3005.632.1, 3005.632.2, 3005.632.3, 3005.680.1, 3005.680.2, 3005.680.3, 3005.684.1, 3005.684.3, 3008.sourcebus.1, 3008.sourcebus.2, 3008.sourcebus.3, 3008.650.1, 3008.650.2, 3008.650.3, 3008.rg60.1, 3008.rg60.2, 3008.rg60.3, 3008.633.1, 3008.633.2, 3008.633.3, 3008.634.1, 3008.634.2, 3008.634.3, 3008.671.1, 3008.671.2, 3008.671.3, 3008.645.2, 3008.645.3, 3008.646.2, 3008.646.3, 3008.692.3, 3008.692.1, 3008.692.2, 3008.675.1, 3008.675.2, 3008.675.3, 3008.611.3, 3008.652.1, 3008.670.1, 3008.670.2, 3008.670.3, 3008.632.1, 3008.632.2, 3008.632.3, 3008.680.1, 3008.680.2, 3008.680.3, 3008.684.1, 3008.684.3
0.0, 0.9898, 0.99, 0.9897, 0.9897, 0.99, 0.9899, 1.0576, 1.0518, 1.0578, 1.0544, 1.0516, 1.0539, 1.0366, 1.0376, 1.0399, 1.0527, 1.0539, 1.0517, 1.0508, 1.0539, 1.0506, 1.0537, 1.0517, 1.0527, 1.0539, 1.0521, 1.0542, 1.0516, 1.0514, 1.0518, 1.0541, 1.0524, 1.0532, 1.0548, 1.0518, 1.0542, 1.0527, 1.0539, 1.0517, 1.0525, 1.0516, 0.9547, 0.9549, 0.9545, 0.9545, 0.9548, 0.9547, 1.0498, 1.0502, 1.05, 1.0456, 1.0497, 1.0447, 1.0244, 1.0332, 1.0281, 1.0433, 1.0522, 1.0416, 1.0488, 1.0448, 1.0485, 1.0445, 1.0416, 1.0433, 1.0522, 1.0425, 1.0525, 1.0414, 1.0411, 1.0422, 1.0451, 1.0506, 1.0437, 1.046, 1.05, 1.045, 1.0433, 1.0522, 1.0416, 1.043, 1.0413
0.0042, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9968, 1.0589, 1.053, 1.0591, 1.0557, 1.0528, 1.0551, 1.0379, 1.0388, 1.0412, 1.054, 1.0551, 1.053, 1.052, 1.0552, 1.0518, 1.0549, 1.053, 1.054, 1.0551, 1.0534, 1.0554, 1.0529, 1.0527, 1.0531, 1.0554, 1.0536, 1.0545, 1.056, 1.053, 1.0554, 1.054, 1.0551, 1.053, 1.0538, 1.0529, 0.9638, 0.964, 0.9637, 0.9636, 0.964, 0.9638, 1.0539, 1.0543, 1.0541, 1.0497, 1.0538, 1.0488, 1.0286, 1.0373, 1.0322, 1.0474, 1.0563, 1.0457, 1.0528, 1.0489, 1.0526, 1.0486, 1.0457, 1.0474, 1.0563, 1.0466, 1.0566, 1.0455, 1.0452, 1.0463, 1.0493, 1.0547, 1.0479, 1.0501, 1.054, 1.0492, 1.0474, 1.0563, 1.0457, 1.0471, 1.0455
0.0042, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9968, 1.0589, 1.053, 1.0591, 1.0557, 1.0528, 1.0552, 1.0379, 1.0388, 1.0412, 1.0541, 1.0552, 1.0531, 1.052, 1.0552, 1.0518, 1.055, 1.0531, 1.0541, 1.0552, 1.0535, 1.0555, 1.0529, 1.0527, 1.0532, 1.0554, 1.0536, 1.0545, 1.056, 1.053, 1.0554, 1.0541, 1.0552, 1.0531, 1.0538, 1.0529, 0.9638, 0.964, 0.9637, 0.9636, 0.964, 0.9638, 1.0539, 1.0543, 1.0541, 1.0497, 1.0538, 1.0488, 1.0286, 1.0373, 1.0323, 1.0474, 1.0563, 1.0457, 1.0529, 1.0489, 1.0526, 1.0486, 1.0457, 1.0474, 1.0563, 1.0467, 1.0566, 1.0456, 1.0453, 1.0464, 1.0493, 1.0547, 1.0479, 1.0501, 1.0541, 1.0492, 1.0474, 1.0563, 1.0457, 1.0471, 1.0455
0.0083, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9968, 1.0589, 1.053, 1.0591, 1.0557, 1.0528, 1.0552, 1.038, 1.0388, 1.0412, 1.0541, 1.0552, 1.0531, 1.052, 1.0552, 1.0518, 1.055, 1.0531, 1.0541, 1.0552, 1.0535, 1.0555, 1.053, 1.0528, 1.0532, 1.0555, 1.0537, 1.0546, 1.0561, 1.053, 1.0555, 1.0541, 1.0552, 1.0531, 1.0539, 1.0529, 0.9638, 0.964, 0.9637, 0.9636, 0.964, 0.9638, 1.0539, 1.0543, 1.0541, 1.0498, 1.0538, 1.0489, 1.0286, 1.0373, 1.0323, 1.0475, 1.0563, 1.0458, 1.0529, 1.0489, 1.0526, 1.0486, 1.0458, 1.0475, 1.0563, 1.0467, 1.0567, 1.0456, 1.0453, 1.0464, 1.0493, 1.0547, 1.0479, 1.0502, 1.0541, 1.0492, 1.0475, 1.0563, 1.0458, 1.0472, 1.0455
0.0083, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9968, 1.0589, 1.053, 1.0591, 1.0558, 1.0528, 1.0552, 1.038, 1.0389, 1.0413, 1.0541, 1.0552, 1.0532, 1.052, 1.0553, 1.0518, 1.055, 1.0532, 1.0541, 1.0552, 1.0535, 1.0555, 1.053, 1.0528, 1.0532, 1.0555, 1.0537, 1.0546, 1.0561, 1.0531, 1.0555, 1.0541, 1.0552, 1.0532, 1.0539, 1.053, 0.9638, 0.964, 0.9637, 0.9636, 0.964, 0.9638, 1.0539, 1.0543, 1.0541, 1.0498, 1.0538, 1.0489, 1.0287, 1.0374, 1.0323, 1.0475, 1.0564, 1.0458, 1.0529, 1.0489, 1.0527, 1.0487, 1.0458, 1.0475, 1.0564, 1.0467, 1.0567, 1.0456, 1.0454, 1.0464, 1.0493, 1.0547, 1.0479, 1.0502, 1.0541, 1.0492, 1.0475, 1.0564, 1.0458, 1.0472, 1.0456
0.0125, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9969, 1.0589, 1.053, 1.0591, 1.0558, 1.0529, 1.0552, 1.038, 1.0389, 1.0413, 1.0542, 1.0553, 1.0532, 1.052, 1.0553, 1.0518, 1.055, 1.0532, 1.0542, 1.0553, 1.0536, 1.0556, 1.0531, 1.0529, 1.0533, 1.0555, 1.0537, 1.0546, 1.0561, 1.0531, 1.0555, 1.0542, 1.0553, 1.0532, 1.0539, 1.053, 0.9638, 0.964, 0.9637, 0.9636, 0.964, 0.9638, 1.0539, 1.0543, 1.0541, 1.0498, 1.0539, 1.0489, 1.0287, 1.0374, 1.0323, 1.0475, 1.0564, 1.0459, 1.0529, 1.049, 1.0527, 1.0487, 1.0459, 1.0475, 1.0564, 1.0468, 1.0567, 1.0457, 1.0454, 1.0465, 1.0494, 1.0548, 1.048, 1.0502, 1.0541, 1.0492, 1.0475, 1.0564, 1.0459, 1.0473, 1.0456
0.0125, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9969, 1.0589, 1.053, 1.0591, 1.0558, 1.0529, 1.0553, 1.038, 1.0389, 1.0413, 1.0542, 1.0553, 1.0532, 1.0521, 1.0553, 1.0519, 1.0551, 1.0532, 1.0542, 1.0553, 1.0536, 1.0556, 1.0531, 1.0529, 1.0533, 1.0555, 1.0537, 1.0546, 1.0561, 1.0531, 1.0555, 1.0542, 1.0553, 1.0532, 1.054, 1.0531, 0.9638, 0.964, 0.9637, 0.9637, 0.964, 0.9638, 1.0539, 1.0543, 1.0541, 1.0498, 1.0539, 1.0489, 1.0287, 1.0374, 1.0324, 1.0476, 1.0564, 1.0459, 1.0529, 1.049, 1.0527, 1.0487, 1.0459, 1.0476, 1.0564, 1.0468, 1.0568, 1.0457, 1.0454, 1.0465, 1.0494, 1.0548, 1.048, 1.0502, 1.0541, 1.0493, 1.0476, 1.0564, 1.0459, 1.0473, 1.0457
0.0167, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9969, 1.0589, 1.053, 1.0591, 1.0558, 1.0529, 1.0553, 1.0381, 1.0389, 1.0413, 1.0543, 1.0553, 1.0533, 1.0521, 1.0553, 1.0519, 1.0551, 1.0533, 1.0543, 1.0553, 1.0537, 1.0556, 1.0532, 1.0529, 1.0534, 1.0556, 1.0538, 1.0547, 1.0562, 1.0531, 1.0556, 1.0543, 1.0553, 1.0533, 1.054, 1.0531, 0.9638, 0.964, 0.9637, 0.9637, 0.964, 0.9639, 1.0539, 1.0543, 1.0541, 1.0499, 1.0539, 1.049, 1.0287, 1.0374, 1.0324, 1.0476, 1.0565, 1.046, 1.0529, 1.049, 1.0527, 1.0487, 1.046, 1.0476, 1.0565, 1.0469, 1.0568, 1.0458, 1.0455, 1.0466, 1.0494, 1.0548, 1.048, 1.0503, 1.0542, 1.0493, 1.0476, 1.0565, 1.046, 1.0473, 1.0457
0.0167, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9969, 1.0589, 1.053, 1.0591, 1.0559, 1.0529, 1.0553, 1.0381, 1.0389, 1.0414, 1.0543, 1.0554, 1.0533, 1.0521, 1.0554, 1.0519, 1.0551, 1.0533, 1.0543, 1.0554, 1.0537, 1.0557, 1.0532, 1.053, 1.0534, 1.0556, 1.0538, 1.0547, 1.0562, 1.0531, 1.0556, 1.0543, 1.0554, 1.0533, 1.0541, 1.0532, 0.9639, 0.964, 0.9637, 0.9637, 0.964, 0.9639, 1.0539, 1.0543, 1.0541, 1.0499, 1.0539, 1.049, 1.0288, 1.0374, 1.0324, 1.0477, 1.0565, 1.046, 1.053, 1.049, 1.0527, 1.0488, 1.046, 1.0477, 1.0565, 1.0469, 1.0568, 1.0458, 1.0455, 1.0466, 1.0495, 1.0548, 1.0481, 1.0503, 1.0542, 1.0493, 1.0477, 1.0565, 1.046, 1.0474, 1.0458
0.0208, 0.9968, 0.997, 0.9967, 0.9967, 0.997, 0.9969, 1.0589, 1.053, 1.0591, 1.0559, 1.0529, 1.0553, 1.0381, 1.039, 1.0414, 1.0544, 1.0554, 1.0534, 1.0521, 1.0554, 1.0519, 1.0551, 1.0534, 1.0544, 1.0554, 1.0538, 1.0557, 1.0533, 1.053, 1.0535, 1.0556, 1.0538, 1.0547, 1.0562, 1.0532, 1.0556, 1.0544, 1.0554, 1.0534, 1.0541, 1.0532, 0.9639, 0.9641, 0.9637, 0.9637, 0.964, 0.9639, 1.0539, 1.0544, 1.0541, 1.0499, 1.0539, 1.049, 1.0288, 1.0375, 1.0324, 1.0477, 1.0565, 1.046, 1.053, 1.0491, 1.0527, 1.0488, 1.046, 1.0477, 1.0565, 1.047, 1.0569, 1.0459, 1.0456, 1.0467, 1.0495, 1.0549, 1.0481, 1.0503, 1.0542, 1.0493, 1.0477, 1.0565, 1.046, 1.0474, 1.0458
