Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 ', VARS 3008 TO 3018 CKT '1 '
0.0, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0579, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6542, -212.5006, -215.6698, -125.8883, 19.0346, 366.8726, -38.3247, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3474, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9633, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9978, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0244
0.0042, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0578, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5006, -215.6698, -125.8883, 19.0346, 366.8726, -38.3246, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3475, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9633, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9978, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0244
0.0083, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0578, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5006, -215.6698, -125.8883, 19.0346, 366.8726, -38.3246, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3475, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9633, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9978, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0244
0.0125, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0578, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5006, -215.6698, -125.8883, 19.0346, 366.8726, -38.3246, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3475, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9633, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9979, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0243
0.0167, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0578, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5006, -215.6698, -125.8883, 19.0346, 366.8726, -38.3246, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3475, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9633, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9979, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0243
0.0208, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0579, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5006, -215.6698, -125.8883, 19.0346, 366.8726, -38.3246, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3474, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9634, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9979, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0243
0.025, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0579, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5006, -215.6698, -125.8883, 19.0346, 366.8726, -38.3247, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3474, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9634, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9979, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0243
0.0292, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0579, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5006, -215.6698, -125.8883, 19.0346, 366.8726, -38.3247, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3474, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9634, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9979, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0243
0.0333, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0579, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5005, -215.6698, -125.8883, 19.0346, 366.8726, -38.3247, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3474, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9634, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9979, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0243
0.0375, 1.02, 1.02, 1.0301, 1.0548, 1.093, 1.0385, 1.0704, 1.0491, 1.0117, 1.0246, 1.046, 1.0452, 1.05, 1.0459, 1.0514, 1.0498, 1.0654, 1.0555, 1.0825, 1.0351, 1.0347, 1.04, 1.034, 454.5523, -71.975, 454.5523, -71.975, 271.0581, -240.3962, 271.0581, -240.3962, 365.7669, -355.1394, 427.8293, 388.5329, 186.1869, -6.8193, -75.6476, -168.0579, 180.9496, 111.8097, 150.7914, 89.1928, -55.4697, 98.2047, -129.3804, 80.6543, -212.5005, -215.6698, -125.8883, 19.0346, 366.8726, -38.3247, 362.0849, 0.6429, -365.2522, 127.7677, 550.3441, 250.6952, 100.2366, -89.5972, 100.2366, -89.5972, 358.1103, 235.3474, -504.4522, 31.1207, 167.5266, -39.674, 370.4509, -45.9634, -537.9775, 85.6374, 167.4453, -43.7384, 185.2255, -28.0773, 185.2255, -28.0773, 90.0173, 63.0331, 55.9979, -104.8529, 227.8043, 60.9113, 143.8859, 24.5252, 58.6445, -7.9725, -50.4535, 2.0243
