Time(s), 3005.sourcebus.1, 3005.sourcebus.2, 3005.sourcebus.3, 3005.650.1, 3005.650.2, 3005.650.3, 3005.rg60.1, 3005.rg60.2, 3005.rg60.3, 3005.633.1, 3005.633.2, 3005.633.3, 3005.634.1, 3005.634.2, 3005.634.3, 3005.671.1, 3005.671.2, 3005.671.3, 3005.645.2, 3005.645.3, 3005.646.2, 3005.646.3, 3005.692.3, 3005.692.1, 3005.692.2, 3005.675.1, 3005.675.2, 3005.675.3, 3005.611.3, 3005.652.1, 3005.670.1, 3005.670.2, 3005.670.3, 3005.632.1, 3005.632.2, 3005.632.3, 3005.680.1, 3005.680.2, 3005.680.3, 3005.684.1, 3005.684.3, 3008.sourcebus.1, 3008.sourcebus.2, 3008.sourcebus.3, 3008.650.1, 3008.650.2, 3008.650.3, 3008.rg60.1, 3008.rg60.2, 3008.rg60.3, 3008.633.1, 3008.633.2, 3008.633.3, 3008.634.1, 3008.634.2, 3008.634.3, 3008.671.1, 3008.671.2, 3008.671.3, 3008.645.2, 3008.645.3, 3008.646.2, 3008.646.3, 3008.692.3, 3008.692.1, 3008.692.2, 3008.675.1, 3008.675.2, 3008.675.3, 3008.611.3, 3008.652.1, 3008.670.1, 3008.670.2, 3008.670.3, 3008.632.1, 3008.632.2, 3008.632.3, 3008.680.1, 3008.680.2, 3008.680.3, 3008.684.1, 3008.684.3
0.0, 0.9999, 1.0001, 0.9998, 0.9997, 1.0001, 0.9999, 1.0622, 1.0563, 1.0624, 1.0584, 1.0559, 1.0576, 1.0387, 1.0404, 1.0422, 1.0563, 1.0583, 1.0549, 1.055, 1.0577, 1.0548, 1.0574, 1.0549, 1.0563, 1.0583, 1.0556, 1.0586, 1.0548, 1.0545, 1.0553, 1.058, 1.0567, 1.0568, 1.0587, 1.0561, 1.0579, 1.0563, 1.0583, 1.0549, 1.056, 1.0547, 0.9677, 0.9679, 0.9676, 0.9675, 0.9679, 0.9677, 1.0581, 1.0525, 1.0583, 1.0541, 1.052, 1.0532, 1.0334, 1.0358, 1.037, 1.0518, 1.0545, 1.0503, 1.0511, 1.0533, 1.0508, 1.053, 1.0503, 1.0518, 1.0545, 1.0511, 1.0548, 1.0501, 1.0498, 1.0508, 1.0536, 1.0529, 1.0523, 1.0545, 1.0522, 1.0536, 1.0518, 1.0545, 1.0503, 1.0515, 1.05
0.0042, 1.0072, 1.0073, 1.007, 1.007, 1.0073, 1.0072, 1.0573, 1.0576, 1.0574, 1.0535, 1.0572, 1.0527, 1.0337, 1.0418, 1.0372, 1.0514, 1.0597, 1.05, 1.0563, 1.0528, 1.0561, 1.0525, 1.05, 1.0514, 1.0597, 1.0507, 1.06, 1.0499, 1.0496, 1.0504, 1.0531, 1.0581, 1.0519, 1.0539, 1.0575, 1.053, 1.0514, 1.0597, 1.05, 1.0512, 1.0498, 0.9755, 0.9757, 0.9754, 0.9753, 0.9757, 0.9755, 1.0545, 1.0549, 1.0547, 1.0504, 1.0544, 1.0496, 1.0297, 1.0382, 1.0333, 1.0482, 1.0569, 1.0466, 1.0535, 1.0496, 1.0532, 1.0493, 1.0466, 1.0482, 1.0569, 1.0474, 1.0572, 1.0464, 1.0461, 1.0471, 1.05, 1.0553, 1.0486, 1.0508, 1.0547, 1.0499, 1.0482, 1.0569, 1.0466, 1.0479, 1.0463
0.0042, 1.0072, 1.0073, 1.007, 1.007, 1.0073, 1.0072, 1.0573, 1.0576, 1.0575, 1.0535, 1.0573, 1.0528, 1.0338, 1.0418, 1.0372, 1.0515, 1.0597, 1.0501, 1.0564, 1.0528, 1.0561, 1.0525, 1.0501, 1.0515, 1.0597, 1.0508, 1.06, 1.0499, 1.0497, 1.0505, 1.0531, 1.0581, 1.0519, 1.0539, 1.0575, 1.0531, 1.0515, 1.0597, 1.0501, 1.0512, 1.0499, 0.9755, 0.9757, 0.9754, 0.9753, 0.9757, 0.9755, 1.0545, 1.0549, 1.0547, 1.0505, 1.0544, 1.0496, 1.0297, 1.0382, 1.0333, 1.0482, 1.0569, 1.0466, 1.0535, 1.0496, 1.0533, 1.0494, 1.0466, 1.0482, 1.0569, 1.0475, 1.0572, 1.0464, 1.0462, 1.0472, 1.05, 1.0553, 1.0487, 1.0508, 1.0547, 1.0499, 1.0482, 1.0569, 1.0466, 1.0479, 1.0464
0.0083, 1.0072, 1.0073, 1.007, 1.007, 1.0073, 1.0072, 1.0573, 1.0576, 1.0575, 1.0536, 1.0573, 1.0528, 1.0338, 1.0418, 1.0373, 1.0515, 1.0598, 1.0501, 1.0564, 1.0528, 1.0562, 1.0526, 1.0501, 1.0515, 1.0598, 1.0508, 1.0601, 1.05, 1.0497, 1.0505, 1.0532, 1.0582, 1.052, 1.0539, 1.0575, 1.0531, 1.0515, 1.0598, 1.0501, 1.0513, 1.0499, 0.9755, 0.9757, 0.9754, 0.9753, 0.9757, 0.9755, 1.0545, 1.0549, 1.0547, 1.0505, 1.0545, 1.0496, 1.0297, 1.0383, 1.0333, 1.0483, 1.057, 1.0467, 1.0535, 1.0497, 1.0533, 1.0494, 1.0467, 1.0483, 1.057, 1.0475, 1.0573, 1.0465, 1.0462, 1.0472, 1.0501, 1.0553, 1.0487, 1.0509, 1.0547, 1.0499, 1.0483, 1.057, 1.0467, 1.048, 1.0464
0.0083, 1.0072, 1.0074, 1.007, 1.007, 1.0073, 1.0072, 1.0573, 1.0576, 1.0575, 1.0536, 1.0573, 1.0528, 1.0338, 1.0419, 1.0373, 1.0516, 1.0598, 1.0502, 1.0564, 1.0529, 1.0562, 1.0526, 1.0502, 1.0516, 1.0598, 1.0509, 1.0601, 1.05, 1.0497, 1.0506, 1.0532, 1.0582, 1.052, 1.0539, 1.0575, 1.0531, 1.0516, 1.0598, 1.0502, 1.0513, 1.05, 0.9755, 0.9757, 0.9754, 0.9753, 0.9757, 0.9755, 1.0545, 1.0549, 1.0547, 1.0505, 1.0545, 1.0496, 1.0298, 1.0383, 1.0334, 1.0483, 1.057, 1.0467, 1.0535, 1.0497, 1.0533, 1.0494, 1.0467, 1.0483, 1.057, 1.0476, 1.0573, 1.0465, 1.0462, 1.0473, 1.0501, 1.0554, 1.0487, 1.0509, 1.0547, 1.05, 1.0483, 1.057, 1.0467, 1.048, 1.0465
0.0125, 1.0072, 1.0074, 1.007, 1.007, 1.0073, 1.0072, 1.0573, 1.0576, 1.0575, 1.0536, 1.0573, 1.0528, 1.0338, 1.0419, 1.0373, 1.0516, 1.0598, 1.0502, 1.0564, 1.0529, 1.0562, 1.0526, 1.0502, 1.0516, 1.0598, 1.0509, 1.0601, 1.05, 1.0498, 1.0506, 1.0532, 1.0582, 1.052, 1.054, 1.0576, 1.0531, 1.0516, 1.0598, 1.0502, 1.0513, 1.05, 0.9755, 0.9757, 0.9754, 0.9753, 0.9757, 0.9755, 1.0545, 1.0549, 1.0547, 1.0505, 1.0545, 1.0497, 1.0298, 1.0383, 1.0334, 1.0483, 1.057, 1.0468, 1.0536, 1.0497, 1.0533, 1.0494, 1.0468, 1.0483, 1.057, 1.0476, 1.0573, 1.0466, 1.0463, 1.0473, 1.0501, 1.0554, 1.0488, 1.0509, 1.0547, 1.05, 1.0483, 1.057, 1.0468, 1.0481, 1.0465
0.0125, 1.0072, 1.0074, 1.007, 1.007, 1.0073, 1.0072, 1.0573, 1.0577, 1.0575, 1.0536, 1.0573, 1.0529, 1.0339, 1.0419, 1.0373, 1.0517, 1.0599, 1.0503, 1.0564, 1.0529, 1.0562, 1.0526, 1.0503, 1.0517, 1.0599, 1.051, 1.0602, 1.0501, 1.0498, 1.0507, 1.0533, 1.0582, 1.0521, 1.054, 1.0576, 1.0532, 1.0517, 1.0599, 1.0503, 1.0514, 1.05, 0.9755, 0.9757, 0.9754, 0.9753, 0.9757, 0.9755, 1.0545, 1.0549, 1.0547, 1.0506, 1.0545, 1.0497, 1.0298, 1.0383, 1.0334, 1.0484, 1.0571, 1.0468, 1.0536, 1.0497, 1.0533, 1.0495, 1.0468, 1.0484, 1.0571, 1.0477, 1.0574, 1.0466, 1.0463, 1.0473, 1.0501, 1.0554, 1.0488, 1.0509, 1.0548, 1.05, 1.0484, 1.0571, 1.0468, 1.0481, 1.0466
0.0167, 1.0072, 1.0074, 1.007, 1.007, 1.0073, 1.0072, 1.0573, 1.0577, 1.0575, 1.0537, 1.0574, 1.0529, 1.0339, 1.0419, 1.0374, 1.0517, 1.0599, 1.0503, 1.0565, 1.0529, 1.0562, 1.0527, 1.0503, 1.0517, 1.0599, 1.051, 1.0602, 1.0501, 1.0499, 1.0507, 1.0533, 1.0583, 1.0521, 1.054, 1.0576, 1.0532, 1.0517, 1.0599, 1.0503, 1.0514, 1.0501, 0.9755, 0.9757, 0.9754, 0.9753, 0.9757, 0.9755, 1.0545, 1.0549, 1.0547, 1.0506, 1.0545, 1.0497, 1.0298, 1.0383, 1.0334, 1.0484, 1.0571, 1.0468, 1.0536, 1.0498, 1.0534, 1.0495, 1.0468, 1.0484, 1.0571, 1.0477, 1.0574, 1.0467, 1.0464, 1.0474, 1.0502, 1.0554, 1.0488, 1.051, 1.0548, 1.05, 1.0484, 1.0571, 1.0468, 1.0482, 1.0466
0.0167, 1.0072, 1.0074, 1.0071, 1.007, 1.0073, 1.0072, 1.0573, 1.0577, 1.0575, 1.0537, 1.0574, 1.0529, 1.0339, 1.042, 1.0374, 1.0518, 1.0599, 1.0504, 1.0565, 1.053, 1.0563, 1.0527, 1.0504, 1.0518, 1.0599, 1.0511, 1.0602, 1.0502, 1.0499, 1.0508, 1.0533, 1.0583, 1.0521, 1.054, 1.0576, 1.0532, 1.0518, 1.0599, 1.0504, 1.0515, 1.0501, 0.9755, 0.9757, 0.9754, 0.9754, 0.9757, 0.9755, 1.0545, 1.0549, 1.0547, 1.0506, 1.0546, 1.0497, 1.0299, 1.0384, 1.0335, 1.0485, 1.0571, 1.0469, 1.0536, 1.0498, 1.0534, 1.0495, 1.0469, 1.0485, 1.0571, 1.0477, 1.0574, 1.0467, 1.0464, 1.0474, 1.0502, 1.0555, 1.0489, 1.051, 1.0548, 1.0501, 1.0485, 1.0571, 1.0469, 1.0482, 1.0467
0.0208, 1.0072, 1.0074, 1.0071, 1.007, 1.0074, 1.0072, 1.0573, 1.0577, 1.0575, 1.0537, 1.0574, 1.0529, 1.0339, 1.042, 1.0374, 1.0518, 1.06, 1.0504, 1.0565, 1.053, 1.0563, 1.0527, 1.0504, 1.0518, 1.06, 1.0511, 1.0603, 1.0502, 1.05, 1.0508, 1.0534, 1.0583, 1.0522, 1.0541, 1.0576, 1.0533, 1.0518, 1.06, 1.0504, 1.0515, 1.0502, 0.9755, 0.9757, 0.9754, 0.9754, 0.9757, 0.9756, 1.0545, 1.0549, 1.0547, 1.0506, 1.0546, 1.0498, 1.0299, 1.0384, 1.0335, 1.0485, 1.0572, 1.0469, 1.0536, 1.0498, 1.0534, 1.0495, 1.0469, 1.0485, 1.0572, 1.0478, 1.0575, 1.0468, 1.0465, 1.0475, 1.0502, 1.0555, 1.0489, 1.051, 1.0548, 1.0501, 1.0485, 1.0572, 1.0469, 1.0483, 1.0467
