Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 ', VARS 3008 TO 3018 CKT '1 '
0.0, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5426, -94.9426, 366.5426, -94.9426, 220.0722, -208.8753, 220.0722, -208.8753, 291.7229, -267.5447, 307.2675, 221.2617, 192.8239, 77.7508, -63.8388, -244.5845, 137.3913, 99.4729, 114.4927, 79.9669, -47.9021, -17.7869, -120.5208, 81.8369, -130.8293, -78.9325, -98.1495, -75.9006, 308.7099, -64.3258, 275.7903, -21.2313, -294.6183, 122.0736, 498.6428, 211.7674, 98.2673, -76.1017, 98.2673, -76.1017, 272.7024, 140.8533, -410.521, 19.2782, 136.7353, 78.4272, 303.0135, 172.4472, -439.7488, -250.8743, 136.6624, 74.7839, 151.5068, 81.4708, 151.5068, 81.4708, 70.4181, 30.8002, 48.0285, 10.1079, 180.5177, 93.598, 120.5407, 67.6685, 60.9186, 42.7693, -19.0429, 0.4242
0.0042, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5426, -94.9422, 366.5426, -94.9422, 220.0722, -208.8749, 220.0722, -208.8749, 291.7229, -267.5443, 307.2676, 221.2617, 192.8237, 77.751, -63.8389, -244.5844, 137.3913, 99.473, 114.4928, 79.9669, -47.9022, -17.787, -120.5207, 81.8368, -130.8294, -78.9329, -98.1495, -75.9007, 308.7099, -64.3254, 275.7904, -21.231, -294.6184, 122.073, 498.6426, 211.7677, 98.2673, -76.1017, 98.2673, -76.1017, 272.7025, 140.8534, -410.5215, 19.2774, 136.7353, 78.4274, 303.0136, 172.4476, -439.749, -250.875, 136.6625, 74.7841, 151.5068, 81.471, 151.5068, 81.471, 70.4181, 30.8003, 48.0285, 10.108, 180.5178, 93.5981, 120.5408, 67.6686, 60.9187, 42.7693, -19.0429, 0.4241
0.0083, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5425, -94.9419, 366.5425, -94.9419, 220.0721, -208.8746, 220.0721, -208.8746, 291.7228, -267.5439, 307.2677, 221.2617, 192.8237, 77.751, -63.8389, -244.5842, 137.3914, 99.473, 114.4928, 79.9669, -47.9022, -17.7871, -120.5206, 81.8368, -130.8295, -78.9332, -98.1496, -75.9007, 308.7099, -64.3252, 275.7904, -21.2308, -294.6185, 122.0728, 498.6425, 211.7678, 98.2672, -76.1017, 98.2672, -76.1017, 272.7025, 140.8533, -410.5216, 19.2769, 136.7354, 78.4274, 303.0137, 172.4477, -439.7491, -250.8751, 136.6625, 74.7842, 151.5069, 81.471, 151.5069, 81.471, 70.4181, 30.8003, 48.0285, 10.108, 180.5178, 93.5981, 120.5408, 67.6686, 60.9187, 42.7693, -19.0429, 0.424
0.0125, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5426, -94.9416, 366.5426, -94.9416, 220.0721, -208.8744, 220.0721, -208.8744, 291.7229, -267.5436, 307.2677, 221.2616, 192.8236, 77.7511, -63.8388, -244.5842, 137.3914, 99.473, 114.4928, 79.9669, -47.9022, -17.7871, -120.5206, 81.8368, -130.8295, -78.9333, -98.1496, -75.9008, 308.7098, -64.325, 275.7905, -21.2307, -294.6183, 122.0726, 498.6423, 211.7679, 98.2672, -76.1017, 98.2672, -76.1017, 272.7025, 140.8533, -410.5218, 19.2765, 136.7353, 78.4275, 303.0137, 172.4478, -439.749, -250.8753, 136.6624, 74.7842, 151.5068, 81.4711, 151.5068, 81.4711, 70.4181, 30.8002, 48.0285, 10.1081, 180.5178, 93.5981, 120.5408, 67.6686, 60.9187, 42.7693, -19.0429, 0.4238
0.0167, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5425, -94.9415, 366.5425, -94.9415, 220.0721, -208.8743, 220.0721, -208.8743, 291.7229, -267.5435, 307.2678, 221.2616, 192.8235, 77.7512, -63.8388, -244.5841, 137.3914, 99.473, 114.4929, 79.9669, -47.9022, -17.7872, -120.5205, 81.8368, -130.8294, -78.9333, -98.1496, -75.9009, 308.7098, -64.3249, 275.7905, -21.2306, -294.6183, 122.0723, 498.6423, 211.768, 98.2671, -76.1017, 98.2671, -76.1017, 272.7025, 140.8533, -410.5217, 19.2763, 136.7354, 78.4276, 303.0138, 172.448, -439.7491, -250.8755, 136.6625, 74.7843, 151.5069, 81.4711, 151.5069, 81.4711, 70.4182, 30.8002, 48.0286, 10.1082, 180.5178, 93.5981, 120.5409, 67.6686, 60.9187, 42.7693, -19.0429, 0.4237
0.0208, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5425, -94.9415, 366.5425, -94.9415, 220.0721, -208.8741, 220.0721, -208.8741, 291.7228, -267.5434, 307.2678, 221.2614, 192.8234, 77.7512, -63.8388, -244.5841, 137.3914, 99.4729, 114.4929, 79.9669, -47.9022, -17.7873, -120.5205, 81.8368, -130.8294, -78.9335, -98.1497, -75.901, 308.7097, -64.3247, 275.7905, -21.2305, -294.6184, 122.0719, 498.6422, 211.768, 98.2671, -76.1017, 98.2671, -76.1017, 272.7026, 140.8532, -410.5218, 19.2759, 136.7354, 78.4276, 303.0138, 172.448, -439.7491, -250.8757, 136.6625, 74.7843, 151.5069, 81.4712, 151.5069, 81.4712, 70.4182, 30.8002, 48.0286, 10.1082, 180.5178, 93.598, 120.5409, 67.6686, 60.9187, 42.7693, -19.0429, 0.4235
0.025, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5425, -94.9412, 366.5425, -94.9412, 220.0721, -208.8739, 220.0721, -208.8739, 291.7228, -267.5431, 307.2679, 221.2614, 192.8233, 77.7513, -63.8388, -244.584, 137.3915, 99.4729, 114.4929, 79.9669, -47.9022, -17.7873, -120.5204, 81.8368, -130.8293, -78.9336, -98.1497, -75.9011, 308.7097, -64.3245, 275.7906, -21.2303, -294.6184, 122.0717, 498.642, 211.7682, 98.2671, -76.1017, 98.2671, -76.1017, 272.7026, 140.8533, -410.5218, 19.2756, 136.7353, 78.4277, 303.0137, 172.4481, -439.7491, -250.8758, 136.6625, 74.7844, 151.5069, 81.4712, 151.5069, 81.4712, 70.4182, 30.8002, 48.0285, 10.1083, 180.5178, 93.598, 120.5409, 67.6686, 60.9187, 42.7692, -19.0429, 0.4233
0.0292, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5424, -94.941, 366.5424, -94.941, 220.0721, -208.8737, 220.0721, -208.8737, 291.7228, -267.543, 307.2679, 221.2614, 192.8233, 77.7514, -63.8388, -244.584, 137.3915, 99.473, 114.4929, 79.9669, -47.9022, -17.7874, -120.5204, 81.8368, -130.8293, -78.9336, -98.1497, -75.9013, 308.7097, -64.3243, 275.7906, -21.2302, -294.6185, 122.0714, 498.6419, 211.7682, 98.267, -76.1017, 98.267, -76.1017, 272.7026, 140.8533, -410.5218, 19.2756, 136.7354, 78.4277, 303.0138, 172.4483, -439.7492, -250.876, 136.6625, 74.7845, 151.5069, 81.4713, 151.5069, 81.4713, 70.4182, 30.8001, 48.0285, 10.1084, 180.5179, 93.598, 120.5409, 67.6686, 60.9188, 42.7692, -19.0429, 0.4231
0.0333, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5424, -94.9409, 366.5424, -94.9409, 220.0721, -208.8736, 220.0721, -208.8736, 291.7227, -267.5428, 307.2679, 221.2612, 192.8232, 77.7514, -63.8388, -244.5839, 137.3915, 99.4729, 114.4929, 79.9669, -47.9022, -17.7874, -120.5204, 81.8368, -130.8293, -78.9336, -98.1497, -75.9014, 308.7097, -64.3242, 275.7906, -21.2301, -294.6185, 122.0712, 498.6419, 211.7683, 98.267, -76.1017, 98.267, -76.1017, 272.7027, 140.8532, -410.5219, 19.2753, 136.7354, 78.4278, 303.0139, 172.4483, -439.7492, -250.8761, 136.6625, 74.7845, 151.5069, 81.4713, 151.5069, 81.4713, 70.4182, 30.8001, 48.0286, 10.1084, 180.5179, 93.598, 120.5409, 67.6685, 60.9188, 42.7692, -19.0429, 0.4228
0.0375, 0.8404, 0.8404, 0.8565, 0.9012, 0.9371, 0.882, 0.8939, 0.8868, 0.8506, 0.8629, 0.8853, 0.8858, 0.8701, 1.0114, 0.9996, 0.9981, 0.9511, 0.9456, 0.9397, 0.9155, 0.9013, 1.038, 0.9011, 366.5425, -94.9408, 366.5425, -94.9408, 220.0721, -208.8735, 220.0721, -208.8735, 291.7228, -267.5427, 307.268, 221.2612, 192.8231, 77.7515, -63.8387, -244.5839, 137.3916, 99.4729, 114.493, 79.9669, -47.9022, -17.7875, -120.5203, 81.8368, -130.8293, -78.9336, -98.1498, -75.9016, 308.7097, -64.3241, 275.7907, -21.23, -294.6185, 122.0709, 498.6417, 211.7684, 98.267, -76.1017, 98.267, -76.1017, 272.7027, 140.8532, -410.5218, 19.2752, 136.7354, 78.4278, 303.0138, 172.4485, -439.7491, -250.8763, 136.6625, 74.7846, 151.5069, 81.4714, 151.5069, 81.4714, 70.4182, 30.8001, 48.0285, 10.1085, 180.5179, 93.598, 120.5409, 67.6685, 60.9188, 42.7692, -19.0429, 0.4226
