Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 ', VARS 3008 TO 3018 CKT '1 '
0.0, 0.8612, 0.8612, 0.8772, 0.9204, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.2441, -96.5831, 375.2441, -96.5831, 225.4109, -214.5514, 225.4109, -214.5514, 298.4518, -280.8139, 315.6395, 236.1472, 194.821, 69.7786, -63.5036, -237.621, 139.12, 99.715, 115.9333, 80.0447, -46.5393, -5.4535, -122.467, 84.3642, -148.64, -90.4322, -86.5708, -63.256, 316.6276, -62.7775, 281.5089, -21.7684, -301.5578, 123.5381, 508.5731, 216.4269, 98.7265, -79.5605, 98.7265, -79.5605, 278.4258, 149.7687, -419.0506, 21.9863, 139.322, 64.4046, 309.3866, 146.4403, -448.7086, -210.8448, 139.2536, 60.9818, 154.6933, 68.6808, 154.6933, 68.6808, 73.5892, 34.3134, 46.6459, -2.733, 186.4917, 90.1432, 125.2188, 63.6364, 64.1064, 38.351, -11.2072, 0.1455
0.0042, 0.8612, 0.8612, 0.8772, 0.9204, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.244, -96.5826, 375.244, -96.5826, 225.4109, -214.551, 225.4109, -214.551, 298.4517, -280.8134, 315.6396, 236.1473, 194.8209, 69.7787, -63.5035, -237.6209, 139.12, 99.715, 115.9333, 80.0447, -46.5393, -5.4536, -122.4669, 84.3642, -148.64, -90.4327, -86.5708, -63.2561, 316.6275, -62.7771, 281.5089, -21.7681, -301.5578, 123.5375, 508.5728, 216.4272, 98.7264, -79.5605, 98.7264, -79.5605, 278.4258, 149.7688, -419.0509, 21.9854, 139.322, 64.4047, 309.3866, 146.4406, -448.7086, -210.8453, 139.2536, 60.9819, 154.6933, 68.6809, 154.6933, 68.6809, 73.5892, 34.3135, 46.6459, -2.7329, 186.4917, 90.1433, 125.2188, 63.6365, 64.1064, 38.351, -11.2072, 0.1454
0.0083, 0.8612, 0.8612, 0.8772, 0.9203, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.244, -96.5825, 375.244, -96.5825, 225.4108, -214.5508, 225.4108, -214.5508, 298.4517, -280.8132, 315.6396, 236.1471, 194.8208, 69.7788, -63.5036, -237.6209, 139.12, 99.715, 115.9334, 80.0447, -46.5393, -5.4537, -122.4668, 84.3642, -148.64, -90.4328, -86.5709, -63.2562, 316.6274, -62.7769, 281.509, -21.768, -301.5578, 123.5371, 508.5726, 216.4273, 98.7264, -79.5605, 98.7264, -79.5605, 278.4259, 149.7687, -419.051, 21.985, 139.3221, 64.4048, 309.3867, 146.4409, -448.7087, -210.8457, 139.2536, 60.982, 154.6933, 68.681, 154.6933, 68.681, 73.5893, 34.3134, 46.6459, -2.7328, 186.4917, 90.1433, 125.2188, 63.6365, 64.1064, 38.351, -11.2072, 0.1453
0.0125, 0.8612, 0.8612, 0.8772, 0.9203, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.2439, -96.5822, 375.2439, -96.5822, 225.4108, -214.5505, 225.4108, -214.5505, 298.4517, -280.8129, 315.6396, 236.1471, 194.8207, 69.7789, -63.5035, -237.6208, 139.1201, 99.7151, 115.9334, 80.0447, -46.5393, -5.4538, -122.4668, 84.3642, -148.6401, -90.4329, -86.5709, -63.2563, 316.6273, -62.7767, 281.5089, -21.7678, -301.5577, 123.5369, 508.5724, 216.4274, 98.7263, -79.5605, 98.7263, -79.5605, 278.4258, 149.7688, -419.0512, 21.9847, 139.322, 64.4049, 309.3866, 146.441, -448.7086, -210.8459, 139.2536, 60.9821, 154.6933, 68.6811, 154.6933, 68.6811, 73.5893, 34.3134, 46.6459, -2.7328, 186.4917, 90.1433, 125.2188, 63.6365, 64.1064, 38.351, -11.2072, 0.1451
0.0167, 0.8612, 0.8612, 0.8772, 0.9203, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.244, -96.5821, 375.244, -96.5821, 225.4108, -214.5504, 225.4108, -214.5504, 298.4517, -280.8128, 315.6397, 236.147, 194.8206, 69.7789, -63.5035, -237.6207, 139.1201, 99.715, 115.9334, 80.0447, -46.5393, -5.4538, -122.4667, 84.3642, -148.64, -90.4331, -86.5709, -63.2564, 316.6273, -62.7765, 281.509, -21.7677, -301.5577, 123.5364, 508.5723, 216.4275, 98.7263, -79.5605, 98.7263, -79.5605, 278.4259, 149.7687, -419.0512, 21.9842, 139.322, 64.405, 309.3866, 146.4411, -448.7087, -210.846, 139.2536, 60.9822, 154.6933, 68.6811, 154.6933, 68.6811, 73.5893, 34.3134, 46.6459, -2.7327, 186.4917, 90.1433, 125.2188, 63.6365, 64.1064, 38.351, -11.2072, 0.145
0.0208, 0.8612, 0.8612, 0.8772, 0.9203, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.2439, -96.5819, 375.2439, -96.5819, 225.4108, -214.5502, 225.4108, -214.5502, 298.4516, -280.8126, 315.6397, 236.1469, 194.8205, 69.779, -63.5035, -237.6207, 139.1201, 99.715, 115.9334, 80.0447, -46.5393, -5.4539, -122.4667, 84.3642, -148.64, -90.4331, -86.5709, -63.2566, 316.6273, -62.7764, 281.509, -21.7676, -301.5578, 123.5362, 508.5721, 216.4276, 98.7262, -79.5605, 98.7262, -79.5605, 278.4259, 149.7687, -419.0513, 21.9841, 139.3221, 64.4051, 309.3867, 146.4413, -448.7088, -210.8463, 139.2536, 60.9822, 154.6934, 68.6812, 154.6934, 68.6812, 73.5893, 34.3134, 46.6459, -2.7326, 186.4918, 90.1433, 125.2188, 63.6365, 64.1064, 38.351, -11.2072, 0.1448
0.025, 0.8612, 0.8612, 0.8772, 0.9203, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.2439, -96.5818, 375.2439, -96.5818, 225.4108, -214.55, 225.4108, -214.55, 298.4517, -280.8124, 315.6398, 236.1469, 194.8204, 69.7791, -63.5035, -237.6206, 139.1201, 99.715, 115.9334, 80.0447, -46.5393, -5.454, -122.4666, 84.3642, -148.64, -90.4331, -86.571, -63.2568, 316.6272, -62.7761, 281.5091, -21.7674, -301.5577, 123.5359, 508.5721, 216.4277, 98.7262, -79.5605, 98.7262, -79.5605, 278.426, 149.7687, -419.0512, 21.9839, 139.322, 64.4051, 309.3867, 146.4414, -448.7087, -210.8465, 139.2536, 60.9823, 154.6933, 68.6813, 154.6933, 68.6813, 73.5893, 34.3134, 46.6459, -2.7325, 186.4918, 90.1433, 125.2188, 63.6365, 64.1064, 38.351, -11.2072, 0.1445
0.0292, 0.8612, 0.8612, 0.8772, 0.9203, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.2439, -96.5817, 375.2439, -96.5817, 225.4108, -214.5499, 225.4108, -214.5499, 298.4516, -280.8123, 315.6398, 236.1468, 194.8204, 69.7791, -63.5035, -237.6206, 139.1202, 99.715, 115.9335, 80.0447, -46.5393, -5.454, -122.4666, 84.3642, -148.64, -90.4332, -86.571, -63.2569, 316.6272, -62.776, 281.5091, -21.7673, -301.5578, 123.5356, 508.572, 216.4277, 98.7262, -79.5605, 98.7262, -79.5605, 278.426, 149.7687, -419.0514, 21.9837, 139.3221, 64.4051, 309.3867, 146.4414, -448.7088, -210.8466, 139.2536, 60.9823, 154.6934, 68.6813, 154.6934, 68.6813, 73.5893, 34.3133, 46.6459, -2.7325, 186.4918, 90.1432, 125.2189, 63.6364, 64.1065, 38.3509, -11.2072, 0.1443
0.0333, 0.8612, 0.8612, 0.8772, 0.9203, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.2439, -96.5815, 375.2439, -96.5815, 225.4108, -214.5498, 225.4108, -214.5498, 298.4517, -280.8121, 315.6399, 236.1468, 194.8203, 69.7792, -63.5035, -237.6206, 139.1202, 99.715, 115.9335, 80.0447, -46.5393, -5.4541, -122.4666, 84.3641, -148.6399, -90.4331, -86.571, -63.2571, 316.6272, -62.7759, 281.5091, -21.7672, -301.5577, 123.5354, 508.5719, 216.4278, 98.7262, -79.5605, 98.7262, -79.5605, 278.426, 149.7687, -419.0513, 21.9836, 139.3221, 64.4052, 309.3867, 146.4416, -448.7088, -210.8468, 139.2536, 60.9824, 154.6934, 68.6814, 154.6934, 68.6814, 73.5893, 34.3133, 46.6459, -2.7324, 186.4918, 90.1433, 125.2189, 63.6364, 64.1065, 38.3509, -11.2072, 0.1441
0.0375, 0.8612, 0.8612, 0.8772, 0.9203, 0.9567, 0.9024, 0.9155, 0.9069, 0.8706, 0.8836, 0.9062, 0.9062, 0.892, 1.0161, 1.0064, 1.0048, 0.9655, 0.9595, 0.9578, 0.9306, 0.9177, 1.0386, 0.9176, 375.2439, -96.5814, 375.2439, -96.5814, 225.4108, -214.5496, 225.4108, -214.5496, 298.4517, -280.812, 315.6399, 236.1467, 194.8202, 69.7792, -63.5034, -237.6205, 139.1202, 99.715, 115.9335, 80.0447, -46.5393, -5.4541, -122.4665, 84.3641, -148.6399, -90.4332, -86.571, -63.2572, 316.6271, -62.7757, 281.5091, -21.7671, -301.5576, 123.535, 508.5718, 216.4279, 98.7261, -79.5604, 98.7261, -79.5604, 278.426, 149.7687, -419.0513, 21.9834, 139.322, 64.4052, 309.3866, 146.4415, -448.7086, -210.8466, 139.2536, 60.9824, 154.6933, 68.6813, 154.6933, 68.6813, 73.5894, 34.3133, 46.6458, -2.7324, 186.4918, 90.1432, 125.2188, 63.6364, 64.1065, 38.3508, -11.2072, 0.1438
