Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 ', VARS 3008 TO 3018 CKT '1 '
0.0, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.008, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7086, -97.1806, 381.7086, -97.1806, 228.9224, -217.325, 228.9224, -217.325, 304.3445, -287.0329, 323.7779, 245.3396, 195.6738, 62.5355, -65.4943, -233.9592, 143.2693, 100.6882, 119.3911, 80.7981, -48.374, 0.4833, -125.2147, 81.4697, -145.8952, -98.404, -95.1014, -58.9976, 320.5621, -63.8719, 288.6021, -20.8372, -306.7298, 124.4553, 513.3707, 213.417, 101.383, -77.8402, 101.383, -77.8402, 285.4237, 154.0266, -425.7939, 23.565, 141.7313, 57.8193, 314.2314, 134.2084, -455.9628, -192.0277, 141.6635, 54.4292, 157.1157, 62.5995, 157.1157, 62.5995, 74.0817, 35.8897, 48.4885, -8.7466, 189.0922, 88.4346, 126.0204, 61.1464, 63.044, 35.3238, -19.0849, 0.3861
0.0042, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7085, -97.1802, 381.7085, -97.1802, 228.9224, -217.3247, 228.9224, -217.3247, 304.3445, -287.0325, 323.7779, 245.3397, 195.6737, 62.5356, -65.4943, -233.9591, 143.2694, 100.6882, 119.3911, 80.7981, -48.3741, 0.4832, -125.2146, 81.4697, -145.8952, -98.4043, -95.1015, -58.9977, 320.562, -63.8716, 288.6021, -20.837, -306.7299, 124.4549, 513.3705, 213.4172, 101.3829, -77.8402, 101.3829, -77.8402, 285.4237, 154.0267, -425.7941, 23.5644, 141.7314, 57.8194, 314.2315, 134.2087, -455.9629, -192.0282, 141.6636, 54.4293, 157.1158, 62.5996, 157.1158, 62.5996, 74.0817, 35.8897, 48.4885, -8.7465, 189.0923, 88.4347, 126.0204, 61.1464, 63.044, 35.3238, -19.0849, 0.3861
0.0083, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7086, -97.18, 381.7086, -97.18, 228.9224, -217.3245, 228.9224, -217.3245, 304.3445, -287.0323, 323.778, 245.3397, 195.6736, 62.5357, -65.4942, -233.959, 143.2694, 100.6882, 119.3911, 80.7981, -48.374, 0.4831, -125.2146, 81.4697, -145.8951, -98.4044, -95.1015, -58.9978, 320.562, -63.8714, 288.6021, -20.8368, -306.7298, 124.4547, 513.3703, 213.4174, 101.3829, -77.8401, 101.3829, -77.8401, 285.4237, 154.0267, -425.794, 23.5642, 141.7313, 57.8195, 314.2314, 134.2088, -455.9628, -192.0283, 141.6635, 54.4293, 157.1157, 62.5997, 157.1157, 62.5997, 74.0817, 35.8897, 48.4885, -8.7465, 189.0923, 88.4347, 126.0204, 61.1464, 63.044, 35.3238, -19.0849, 0.386
0.0125, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7085, -97.1798, 381.7085, -97.1798, 228.9223, -217.3243, 228.9223, -217.3243, 304.3445, -287.0321, 323.778, 245.3397, 195.6735, 62.5357, -65.4942, -233.9588, 143.2694, 100.6882, 119.3912, 80.7981, -48.374, 0.4832, -125.2146, 81.4697, -145.8952, -98.4046, -95.1014, -58.9978, 320.562, -63.8712, 288.6022, -20.8367, -306.7299, 124.4543, 513.3703, 213.4175, 101.3829, -77.8401, 101.3829, -77.8401, 285.4238, 154.0267, -425.7942, 23.5639, 141.7313, 57.8194, 314.2314, 134.2087, -455.9627, -192.0282, 141.6635, 54.4293, 157.1157, 62.5996, 157.1157, 62.5996, 74.0817, 35.8897, 48.4884, -8.7465, 189.0923, 88.4347, 126.0204, 61.1464, 63.044, 35.3238, -19.0849, 0.3858
0.0167, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7085, -97.1796, 381.7085, -97.1796, 228.9223, -217.3242, 228.9223, -217.3242, 304.3445, -287.0319, 323.778, 245.3396, 195.6734, 62.5357, -65.4942, -233.9588, 143.2694, 100.6882, 119.3912, 80.7981, -48.374, 0.4831, -125.2145, 81.4697, -145.8952, -98.4047, -95.1015, -58.9979, 320.5619, -63.8711, 288.6022, -20.8366, -306.7298, 124.4542, 513.3702, 213.4175, 101.3828, -77.8401, 101.3828, -77.8401, 285.4238, 154.0267, -425.7944, 23.5636, 141.7313, 57.8195, 314.2314, 134.2089, -455.9628, -192.0284, 141.6635, 54.4294, 157.1157, 62.5997, 157.1157, 62.5997, 74.0817, 35.8897, 48.4885, -8.7464, 189.0923, 88.4347, 126.0204, 61.1464, 63.044, 35.3238, -19.0849, 0.3857
0.0208, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7085, -97.1795, 381.7085, -97.1795, 228.9223, -217.324, 228.9223, -217.324, 304.3445, -287.0318, 323.7781, 245.3395, 195.6734, 62.5358, -65.4941, -233.9588, 143.2694, 100.6882, 119.3912, 80.7981, -48.374, 0.483, -125.2145, 81.4697, -145.8952, -98.4047, -95.1015, -58.998, 320.5619, -63.8709, 288.6022, -20.8365, -306.7298, 124.4539, 513.3701, 213.4176, 101.3828, -77.8401, 101.3828, -77.8401, 285.4238, 154.0267, -425.7943, 23.5634, 141.7313, 57.8196, 314.2314, 134.209, -455.9627, -192.0286, 141.6635, 54.4294, 157.1157, 62.5998, 157.1157, 62.5998, 74.0818, 35.8896, 48.4884, -8.7463, 189.0923, 88.4347, 126.0204, 61.1464, 63.044, 35.3238, -19.0849, 0.3855
0.025, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7085, -97.1794, 381.7085, -97.1794, 228.9223, -217.3239, 228.9223, -217.3239, 304.3446, -287.0316, 323.7781, 245.3394, 195.6734, 62.5358, -65.4942, -233.9587, 143.2694, 100.6882, 119.3912, 80.7981, -48.374, 0.483, -125.2144, 81.4697, -145.8951, -98.4047, -95.1015, -58.9981, 320.5619, -63.8708, 288.6022, -20.8364, -306.7297, 124.4538, 513.3699, 213.4176, 101.3828, -77.8401, 101.3828, -77.8401, 285.4238, 154.0267, -425.7942, 23.5633, 141.7313, 57.8196, 314.2314, 134.209, -455.9628, -192.0287, 141.6635, 54.4295, 157.1157, 62.5998, 157.1157, 62.5998, 74.0818, 35.8896, 48.4884, -8.7463, 189.0923, 88.4347, 126.0204, 61.1464, 63.044, 35.3238, -19.0849, 0.3854
0.0292, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7085, -97.1793, 381.7085, -97.1793, 228.9224, -217.3238, 228.9224, -217.3238, 304.3445, -287.0315, 323.7782, 245.3393, 195.6733, 62.5359, -65.4941, -233.9587, 143.2695, 100.6882, 119.3912, 80.7981, -48.374, 0.4829, -125.2144, 81.4697, -145.8951, -98.4048, -95.1015, -58.9982, 320.5619, -63.8707, 288.6023, -20.8363, -306.7298, 124.4535, 513.3699, 213.4176, 101.3828, -77.8401, 101.3828, -77.8401, 285.4238, 154.0266, -425.7943, 23.563, 141.7313, 57.8197, 314.2314, 134.2092, -455.9628, -192.0289, 141.6635, 54.4295, 157.1157, 62.5998, 157.1157, 62.5998, 74.0818, 35.8896, 48.4884, -8.7462, 189.0923, 88.4347, 126.0205, 61.1464, 63.044, 35.3237, -19.0849, 0.3852
0.0333, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8812, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7085, -97.1792, 381.7085, -97.1792, 228.9224, -217.3237, 228.9224, -217.3237, 304.3445, -287.0314, 323.7782, 245.3393, 195.6733, 62.536, -65.4941, -233.9587, 143.2695, 100.6882, 119.3912, 80.7981, -48.374, 0.4828, -125.2144, 81.4697, -145.8951, -98.4048, -95.1016, -58.9984, 320.5618, -63.8706, 288.6023, -20.8363, -306.7298, 124.4534, 513.3699, 213.4177, 101.3827, -77.8401, 101.3827, -77.8401, 285.4239, 154.0266, -425.7944, 23.5629, 141.7313, 57.8198, 314.2315, 134.2093, -455.9628, -192.0291, 141.6635, 54.4296, 157.1158, 62.5999, 157.1158, 62.5999, 74.0818, 35.8896, 48.4884, -8.7461, 189.0923, 88.4347, 126.0205, 61.1464, 63.044, 35.3237, -19.0849, 0.385
0.0375, 0.8707, 0.8707, 0.8866, 0.9292, 0.9657, 0.9113, 0.9254, 0.9166, 0.8811, 0.8927, 0.9153, 0.9152, 0.9019, 1.0182, 1.0095, 1.0079, 0.9722, 0.9659, 0.966, 0.9376, 0.9256, 1.0389, 0.9254, 381.7085, -97.1791, 381.7085, -97.1791, 228.9223, -217.3235, 228.9223, -217.3235, 304.3446, -287.0313, 323.7783, 245.3392, 195.6732, 62.536, -65.4941, -233.9587, 143.2695, 100.6882, 119.3912, 80.7981, -48.374, 0.4828, -125.2144, 81.4697, -145.8951, -98.4048, -95.1016, -58.9985, 320.5618, -63.8705, 288.6023, -20.8362, -306.7297, 124.4532, 513.3698, 213.4177, 101.3827, -77.8401, 101.3827, -77.8401, 285.4239, 154.0266, -425.7943, 23.5628, 141.7313, 57.8198, 314.2314, 134.2094, -455.9627, -192.0291, 141.6635, 54.4296, 157.1157, 62.5999, 157.1157, 62.5999, 74.0818, 35.8895, 48.4884, -8.7461, 189.0923, 88.4346, 126.0205, 61.1463, 63.044, 35.3237, -19.0849, 0.3848
