Time(s), 3005.sourcebus.1, 3005.sourcebus.2, 3005.sourcebus.3, 3005.650.1, 3005.650.2, 3005.650.3, 3005.rg60.1, 3005.rg60.2, 3005.rg60.3, 3005.633.1, 3005.633.2, 3005.633.3, 3005.634.1, 3005.634.2, 3005.634.3, 3005.671.1, 3005.671.2, 3005.671.3, 3005.645.2, 3005.645.3, 3005.646.2, 3005.646.3, 3005.692.3, 3005.692.1, 3005.692.2, 3005.675.1, 3005.675.2, 3005.675.3, 3005.611.3, 3005.652.1, 3005.670.1, 3005.670.2, 3005.670.3, 3005.632.1, 3005.632.2, 3005.632.3, 3005.680.1, 3005.680.2, 3005.680.3, 3005.684.1, 3005.684.3, 3008.sourcebus.1, 3008.sourcebus.2, 3008.sourcebus.3, 3008.650.1, 3008.650.2, 3008.650.3, 3008.rg60.1, 3008.rg60.2, 3008.rg60.3, 3008.633.1, 3008.633.2, 3008.633.3, 3008.634.1, 3008.634.2, 3008.634.3, 3008.671.1, 3008.671.2, 3008.671.3, 3008.645.2, 3008.645.3, 3008.646.2, 3008.646.3, 3008.692.3, 3008.692.1, 3008.692.2, 3008.675.1, 3008.675.2, 3008.675.3, 3008.611.3, 3008.652.1, 3008.670.1, 3008.670.2, 3008.670.3, 3008.632.1, 3008.632.2, 3008.632.3, 3008.680.1, 3008.680.2, 3008.680.3, 3008.684.1, 3008.684.3
0.0, 0.9879, 0.9881, 0.9878, 0.9878, 0.9881, 0.988, 1.0556, 1.056, 1.0558, 1.0521, 1.0557, 1.0515, 1.0334, 1.041, 1.0368, 1.0503, 1.0581, 1.0491, 1.0548, 1.0515, 1.0546, 1.0513, 1.0491, 1.0503, 1.0581, 1.0496, 1.0584, 1.0489, 1.0487, 1.0493, 1.0518, 1.0565, 1.0507, 1.0525, 1.0559, 1.0518, 1.0503, 1.0581, 1.0491, 1.05, 1.0489, 0.953, 0.9532, 0.9529, 0.9528, 0.9532, 0.953, 1.048, 1.0484, 1.0482, 1.0443, 1.048, 1.0436, 1.0247, 1.0327, 1.0282, 1.0423, 1.0505, 1.0409, 1.0472, 1.0436, 1.0469, 1.0434, 1.0409, 1.0423, 1.0505, 1.0416, 1.0508, 1.0407, 1.0405, 1.0413, 1.0439, 1.0489, 1.0427, 1.0447, 1.0483, 1.0439, 1.0423, 1.0505, 1.0409, 1.042, 1.0407
0.0042, 0.9947, 0.9949, 0.9946, 0.9945, 0.9949, 0.9947, 1.0566, 1.057, 1.0568, 1.0532, 1.0567, 1.0525, 1.0344, 1.0421, 1.0378, 1.0513, 1.0591, 1.0501, 1.0558, 1.0525, 1.0556, 1.0523, 1.0501, 1.0513, 1.0591, 1.0507, 1.0594, 1.05, 1.0497, 1.0504, 1.0528, 1.0576, 1.0518, 1.0535, 1.0569, 1.0528, 1.0513, 1.0591, 1.0501, 1.0511, 1.0499, 0.9626, 0.9628, 0.9624, 0.9624, 0.9627, 0.9626, 1.0586, 1.0529, 1.0588, 1.0549, 1.0526, 1.0542, 1.0355, 1.0373, 1.0389, 1.0529, 1.055, 1.0516, 1.0517, 1.0542, 1.0515, 1.054, 1.0516, 1.0529, 1.055, 1.0522, 1.0553, 1.0514, 1.0512, 1.0519, 1.0545, 1.0534, 1.0534, 1.0552, 1.0528, 1.0545, 1.0529, 1.055, 1.0516, 1.0526, 1.0514
0.0042, 0.9947, 0.9949, 0.9946, 0.9945, 0.9949, 0.9947, 1.0566, 1.057, 1.0568, 1.0532, 1.0567, 1.0525, 1.0345, 1.0421, 1.0378, 1.0513, 1.0591, 1.0502, 1.0559, 1.0526, 1.0557, 1.0523, 1.0502, 1.0513, 1.0591, 1.0507, 1.0594, 1.05, 1.0498, 1.0504, 1.0529, 1.0576, 1.0518, 1.0535, 1.0569, 1.0528, 1.0513, 1.0591, 1.0502, 1.0511, 1.05, 0.9626, 0.9628, 0.9624, 0.9624, 0.9627, 0.9626, 1.0586, 1.053, 1.0588, 1.0549, 1.0526, 1.0542, 1.0355, 1.0373, 1.039, 1.0529, 1.055, 1.0516, 1.0517, 1.0542, 1.0515, 1.054, 1.0516, 1.0529, 1.055, 1.0522, 1.0553, 1.0515, 1.0512, 1.0519, 1.0545, 1.0535, 1.0534, 1.0553, 1.0528, 1.0545, 1.0529, 1.055, 1.0516, 1.0527, 1.0514
0.0083, 0.9947, 0.9949, 0.9946, 0.9945, 0.9949, 0.9947, 1.0566, 1.057, 1.0568, 1.0532, 1.0567, 1.0526, 1.0345, 1.0421, 1.0378, 1.0514, 1.0592, 1.0502, 1.0559, 1.0526, 1.0557, 1.0523, 1.0502, 1.0514, 1.0592, 1.0507, 1.0595, 1.0501, 1.0498, 1.0504, 1.0529, 1.0576, 1.0518, 1.0536, 1.057, 1.0528, 1.0514, 1.0592, 1.0502, 1.0511, 1.05, 0.9626, 0.9628, 0.9625, 0.9624, 0.9628, 0.9626, 1.0586, 1.053, 1.0588, 1.0549, 1.0526, 1.0542, 1.0355, 1.0373, 1.039, 1.053, 1.055, 1.0516, 1.0517, 1.0543, 1.0515, 1.054, 1.0516, 1.053, 1.055, 1.0523, 1.0554, 1.0515, 1.0512, 1.052, 1.0546, 1.0535, 1.0534, 1.0553, 1.0528, 1.0545, 1.053, 1.055, 1.0516, 1.0527, 1.0514
0.0083, 0.9947, 0.9949, 0.9946, 0.9946, 0.9949, 0.9947, 1.0566, 1.057, 1.0568, 1.0532, 1.0568, 1.0526, 1.0345, 1.0421, 1.0379, 1.0514, 1.0592, 1.0502, 1.0559, 1.0526, 1.0557, 1.0524, 1.0502, 1.0514, 1.0592, 1.0508, 1.0595, 1.0501, 1.0499, 1.0505, 1.0529, 1.0576, 1.0519, 1.0536, 1.057, 1.0529, 1.0514, 1.0592, 1.0502, 1.0512, 1.05, 0.9626, 0.9628, 0.9625, 0.9624, 0.9628, 0.9626, 1.0586, 1.053, 1.0588, 1.055, 1.0526, 1.0542, 1.0355, 1.0374, 1.039, 1.053, 1.0551, 1.0517, 1.0517, 1.0543, 1.0515, 1.054, 1.0517, 1.053, 1.0551, 1.0523, 1.0554, 1.0515, 1.0513, 1.052, 1.0546, 1.0535, 1.0535, 1.0553, 1.0529, 1.0546, 1.053, 1.0551, 1.0517, 1.0527, 1.0515
0.0125, 0.9947, 0.9949, 0.9946, 0.9946, 0.9949, 0.9947, 1.0566, 1.057, 1.0568, 1.0533, 1.0568, 1.0526, 1.0345, 1.0421, 1.0379, 1.0515, 1.0592, 1.0503, 1.0559, 1.0526, 1.0557, 1.0524, 1.0503, 1.0515, 1.0592, 1.0508, 1.0595, 1.0501, 1.0499, 1.0505, 1.0529, 1.0576, 1.0519, 1.0536, 1.057, 1.0529, 1.0515, 1.0592, 1.0503, 1.0512, 1.0501, 0.9626, 0.9628, 0.9625, 0.9624, 0.9628, 0.9626, 1.0586, 1.053, 1.0588, 1.055, 1.0526, 1.0543, 1.0356, 1.0374, 1.039, 1.053, 1.0551, 1.0517, 1.0518, 1.0543, 1.0515, 1.0541, 1.0517, 1.053, 1.0551, 1.0524, 1.0554, 1.0516, 1.0513, 1.0521, 1.0546, 1.0535, 1.0535, 1.0553, 1.0529, 1.0546, 1.053, 1.0551, 1.0517, 1.0528, 1.0515
0.0125, 0.9947, 0.9949, 0.9946, 0.9946, 0.9949, 0.9947, 1.0567, 1.057, 1.0568, 1.0533, 1.0568, 1.0526, 1.0346, 1.0422, 1.0379, 1.0515, 1.0593, 1.0503, 1.0559, 1.0527, 1.0557, 1.0524, 1.0503, 1.0515, 1.0593, 1.0509, 1.0596, 1.0502, 1.05, 1.0506, 1.053, 1.0577, 1.0519, 1.0536, 1.057, 1.0529, 1.0515, 1.0593, 1.0503, 1.0513, 1.0501, 0.9626, 0.9628, 0.9625, 0.9624, 0.9628, 0.9626, 1.0586, 1.053, 1.0588, 1.055, 1.0527, 1.0543, 1.0356, 1.0374, 1.0391, 1.0531, 1.0551, 1.0518, 1.0518, 1.0543, 1.0516, 1.0541, 1.0518, 1.0531, 1.0551, 1.0524, 1.0554, 1.0516, 1.0514, 1.0521, 1.0547, 1.0535, 1.0535, 1.0554, 1.0529, 1.0546, 1.0531, 1.0551, 1.0518, 1.0528, 1.0516
0.0167, 0.9947, 0.9949, 0.9946, 0.9946, 0.9949, 0.9947, 1.0567, 1.057, 1.0568, 1.0533, 1.0568, 1.0527, 1.0346, 1.0422, 1.038, 1.0516, 1.0593, 1.0504, 1.056, 1.0527, 1.0558, 1.0524, 1.0504, 1.0516, 1.0593, 1.0509, 1.0596, 1.0502, 1.05, 1.0506, 1.053, 1.0577, 1.052, 1.0537, 1.057, 1.0529, 1.0516, 1.0593, 1.0504, 1.0513, 1.0502, 0.9626, 0.9628, 0.9625, 0.9624, 0.9628, 0.9626, 1.0586, 1.053, 1.0588, 1.055, 1.0527, 1.0543, 1.0356, 1.0374, 1.0391, 1.0531, 1.0552, 1.0518, 1.0518, 1.0544, 1.0516, 1.0541, 1.0518, 1.0531, 1.0552, 1.0524, 1.0555, 1.0517, 1.0514, 1.0521, 1.0547, 1.0536, 1.0535, 1.0554, 1.0529, 1.0546, 1.0531, 1.0552, 1.0518, 1.0529, 1.0516
0.0167, 0.9947, 0.9949, 0.9946, 0.9946, 0.9949, 0.9947, 1.0567, 1.057, 1.0568, 1.0533, 1.0568, 1.0527, 1.0346, 1.0422, 1.038, 1.0516, 1.0593, 1.0504, 1.056, 1.0527, 1.0558, 1.0525, 1.0504, 1.0516, 1.0593, 1.051, 1.0596, 1.0503, 1.05, 1.0507, 1.053, 1.0577, 1.052, 1.0537, 1.0571, 1.053, 1.0516, 1.0593, 1.0504, 1.0514, 1.0502, 0.9626, 0.9628, 0.9625, 0.9624, 0.9628, 0.9626, 1.0586, 1.053, 1.0588, 1.0551, 1.0527, 1.0543, 1.0356, 1.0374, 1.0391, 1.0532, 1.0552, 1.0519, 1.0518, 1.0544, 1.0516, 1.0541, 1.0519, 1.0532, 1.0552, 1.0525, 1.0555, 1.0517, 1.0515, 1.0522, 1.0547, 1.0536, 1.0536, 1.0554, 1.0529, 1.0546, 1.0532, 1.0552, 1.0519, 1.0529, 1.0517
0.0208, 0.9947, 0.9949, 0.9946, 0.9946, 0.9949, 0.9948, 1.0567, 1.057, 1.0569, 1.0534, 1.0569, 1.0527, 1.0346, 1.0422, 1.038, 1.0517, 1.0594, 1.0505, 1.056, 1.0528, 1.0558, 1.0525, 1.0505, 1.0517, 1.0594, 1.051, 1.0597, 1.0503, 1.0501, 1.0507, 1.0531, 1.0577, 1.052, 1.0537, 1.0571, 1.053, 1.0517, 1.0594, 1.0505, 1.0514, 1.0503, 0.9626, 0.9628, 0.9625, 0.9624, 0.9628, 0.9626, 1.0586, 1.053, 1.0528, 1.0551, 1.0527, 1.0483, 1.0357, 1.0375, 1.033, 1.0532, 1.0552, 1.0458, 1.0518, 1.0484, 1.0516, 1.0481, 1.0458, 1.0532, 1.0552, 1.0526, 1.0556, 1.0457, 1.0454, 1.0523, 1.0548, 1.0536, 1.0475, 1.0555, 1.053, 1.0486, 1.0532, 1.0552, 1.0458, 1.053, 1.0456
