VARS 3008 TO 3018 CKT '1 ', Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 '
0.7225, 0.0, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5344, 33.8736, 475.5344, 33.8736, 282.7464, -186.2447, 282.7464, -186.2447, 384.2653, -238.6121, 453.7794, 413.2581, 181.7154, 41.5203, -74.0303, -173.4652, 205.4923, 139.9204, 171.2435, 112.8969, -54.8054, 78.1598, -124.9418, 73.781, -197.9639, -199.651, -134.8908, -14.4253, 372.867, 5.7742, 391.6908, 58.4145, -382.0251, 122.5336, 551.4538, 315.9524, 97.4227, -81.4402, 97.4227, -81.4402, 386.3956, 260.4133, -527.6289, 37.8578, 175.7606, -7.6342, 391.207, 21.8409, -566.9676, -14.2067, 175.6741, -11.9589, 195.6035, 5.2001, 195.6035, 5.2001, 99.7061, 70.2968, 55.2137, -85.168, 240.0911, 83.871, 161.4851, 49.2182, 81.9028, 15.8033, -28.8422
0.7225, 0.0042, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5343, 33.8731, 475.5343, 33.8731, 282.7464, -186.245, 282.7464, -186.245, 384.2652, -238.6125, 453.7793, 413.258, 181.7155, 41.5202, -74.0303, -173.4653, 205.4922, 139.9203, 171.2435, 112.8969, -54.8054, 78.1599, -124.9418, 73.781, -197.964, -199.6507, -134.8908, -14.4252, 372.867, 5.7739, 391.6907, 58.4142, -382.0251, 122.5341, 551.4539, 315.9521, 97.4227, -81.4402, 97.4227, -81.4402, 386.3956, 260.4132, -527.6289, 37.8585, 175.7606, -7.6343, 391.207, 21.8406, -566.9676, -14.2063, 175.6741, -11.959, 195.6035, 5.2, 195.6035, 5.2, 99.706, 70.2967, 55.2137, -85.1681, 240.0911, 83.8709, 161.4851, 49.2181, 81.9028, 15.8033, -28.8422
0.7226, 0.0083, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5344, 33.873, 475.5344, 33.873, 282.7464, -186.2451, 282.7464, -186.2451, 384.2653, -238.6125, 453.7793, 413.258, 181.7155, 41.5202, -74.0304, -173.4654, 205.4923, 139.9203, 171.2435, 112.8969, -54.8054, 78.1599, -124.9418, 73.781, -197.9638, -199.6504, -134.8909, -14.4252, 372.867, 5.7737, 391.6907, 58.4141, -382.0251, 122.5344, 551.454, 315.9521, 97.4228, -81.4402, 97.4228, -81.4402, 386.3956, 260.4132, -527.6286, 37.8589, 175.7606, -7.6343, 391.2071, 21.8407, -566.9677, -14.2063, 175.6741, -11.959, 195.6035, 5.2, 195.6035, 5.2, 99.706, 70.2967, 55.2137, -85.1681, 240.0911, 83.8709, 161.4852, 49.2182, 81.9028, 15.8033, -28.8422
0.7227, 0.0125, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5344, 33.8729, 475.5344, 33.8729, 282.7464, -186.2453, 282.7464, -186.2453, 384.2653, -238.6127, 453.7793, 413.2581, 181.7156, 41.5201, -74.0304, -173.4654, 205.4923, 139.9203, 171.2435, 112.8969, -54.8055, 78.16, -124.9418, 73.781, -197.9639, -199.6503, -134.8909, -14.4251, 372.8671, 5.7736, 391.6908, 58.4141, -382.0252, 122.5347, 551.454, 315.952, 97.4228, -81.4402, 97.4228, -81.4402, 386.3956, 260.4132, -527.6285, 37.8593, 175.7606, -7.6344, 391.2072, 21.8405, -566.9678, -14.206, 175.6741, -11.9591, 195.6036, 5.1999, 195.6036, 5.1999, 99.706, 70.2968, 55.2138, -85.1682, 240.0911, 83.8709, 161.4852, 49.2181, 81.9028, 15.8033, -28.8422
0.7228, 0.0167, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5344, 33.8728, 475.5344, 33.8728, 282.7464, -186.2454, 282.7464, -186.2454, 384.2652, -238.6128, 453.7793, 413.2581, 181.7156, 41.52, -74.0304, -173.4654, 205.4922, 139.9203, 171.2435, 112.8969, -54.8054, 78.1601, -124.9418, 73.781, -197.9639, -199.6503, -134.8908, -14.425, 372.8671, 5.7734, 391.6907, 58.4139, -382.0252, 122.5349, 551.454, 315.9519, 97.4228, -81.4402, 97.4228, -81.4402, 386.3956, 260.4132, -527.6285, 37.8594, 175.7606, -7.6345, 391.2071, 21.8403, -566.9677, -14.2059, 175.6741, -11.9591, 195.6035, 5.1998, 195.6035, 5.1998, 99.706, 70.2968, 55.2137, -85.1682, 240.0911, 83.8708, 161.4851, 49.2181, 81.9028, 15.8033, -28.8422
0.7229, 0.0208, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5344, 33.8726, 475.5344, 33.8726, 282.7464, -186.2456, 282.7464, -186.2456, 384.2653, -238.6131, 453.7793, 413.2581, 181.7156, 41.52, -74.0304, -173.4655, 205.4922, 139.9203, 171.2435, 112.8968, -54.8055, 78.1601, -124.9419, 73.781, -197.9639, -199.6504, -134.8908, -14.4249, 372.8671, 5.7734, 391.6907, 58.4138, -382.0252, 122.535, 551.4542, 315.9518, 97.4228, -81.4403, 97.4228, -81.4403, 386.3956, 260.4132, -527.6285, 37.8593, 175.7606, -7.6345, 391.2071, 21.8403, -566.9677, -14.2058, 175.6741, -11.9592, 195.6035, 5.1998, 195.6035, 5.1998, 99.706, 70.2968, 55.2137, -85.1683, 240.0911, 83.8708, 161.4852, 49.2181, 81.9028, 15.8033, -28.8422
0.723, 0.025, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5345, 33.8725, 475.5345, 33.8725, 282.7465, -186.2457, 282.7465, -186.2457, 384.2654, -238.6132, 453.7793, 413.2582, 181.7157, 41.5199, -74.0304, -173.4655, 205.4922, 139.9203, 171.2435, 112.8968, -54.8054, 78.1602, -124.9419, 73.781, -197.9638, -199.6504, -134.8908, -14.4248, 372.8671, 5.7732, 391.6907, 58.4137, -382.0251, 122.5351, 551.4542, 315.9518, 97.4228, -81.4403, 97.4228, -81.4403, 386.3956, 260.4132, -527.6284, 37.8594, 175.7606, -7.6346, 391.2071, 21.8402, -566.9677, -14.2056, 175.6741, -11.9592, 195.6035, 5.1997, 195.6035, 5.1997, 99.706, 70.2968, 55.2137, -85.1683, 240.0911, 83.8708, 161.4851, 49.2181, 81.9028, 15.8033, -28.8422
0.7232, 0.0292, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5344, 33.8725, 475.5344, 33.8725, 282.7464, -186.2457, 282.7464, -186.2457, 384.2653, -238.6132, 453.7793, 413.2583, 181.7157, 41.5199, -74.0304, -173.4654, 205.4922, 139.9203, 171.2435, 112.8968, -54.8055, 78.1602, -124.9419, 73.781, -197.9639, -199.6503, -134.8908, -14.4247, 372.8671, 5.7732, 391.6907, 58.4137, -382.0252, 122.5353, 551.4543, 315.9518, 97.4228, -81.4403, 97.4228, -81.4403, 386.3956, 260.4132, -527.6284, 37.8597, 175.7606, -7.6346, 391.2071, 21.8401, -566.9677, -14.2054, 175.6741, -11.9593, 195.6035, 5.1997, 195.6035, 5.1997, 99.706, 70.2968, 55.2137, -85.1684, 240.0911, 83.8708, 161.4851, 49.2181, 81.9028, 15.8033, -28.8422
0.7233, 0.0333, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5344, 33.8723, 475.5344, 33.8723, 282.7464, -186.2458, 282.7464, -186.2458, 384.2652, -238.6133, 453.7792, 413.2583, 181.7157, 41.5199, -74.0304, -173.4655, 205.4922, 139.9203, 171.2435, 112.8969, -54.8055, 78.1602, -124.9419, 73.781, -197.9639, -199.6503, -134.8908, -14.4246, 372.8671, 5.7731, 391.6907, 58.4137, -382.0252, 122.5353, 551.4542, 315.9518, 97.4228, -81.4403, 97.4228, -81.4403, 386.3956, 260.4133, -527.6285, 37.8597, 175.7606, -7.6346, 391.2071, 21.8401, -566.9677, -14.2055, 175.6741, -11.9593, 195.6035, 5.1997, 195.6035, 5.1997, 99.706, 70.2968, 55.2138, -85.1684, 240.0911, 83.8709, 161.4851, 49.2181, 81.9028, 15.8034, -28.8422
0.7235, 0.0375, 1.02, 1.02, 1.0161, 1.0194, 1.0541, 0.9855, 1.04, 1.0092, 0.9602, 0.9788, 0.9928, 0.9916, 1.0206, 1.0361, 1.037, 1.0349, 1.0346, 1.0233, 1.0455, 0.9966, 0.9896, 1.04, 0.9894, 475.5344, 33.8723, 475.5344, 33.8723, 282.7464, -186.2459, 282.7464, -186.2459, 384.2653, -238.6134, 453.7792, 413.2583, 181.7157, 41.5198, -74.0304, -173.4655, 205.4922, 139.9203, 171.2435, 112.8969, -54.8054, 78.1603, -124.9419, 73.781, -197.9638, -199.6503, -134.8908, -14.4246, 372.8671, 5.7731, 391.6907, 58.4137, -382.0251, 122.5353, 551.4542, 315.9518, 97.4229, -81.4403, 97.4229, -81.4403, 386.3955, 260.4133, -527.6283, 37.8598, 175.7606, -7.6346, 391.207, 21.8401, -566.9677, -14.2055, 175.6741, -11.9593, 195.6035, 5.1997, 195.6035, 5.1997, 99.706, 70.2968, 55.2137, -85.1684, 240.091, 83.8709, 161.4851, 49.2182, 81.9028, 15.8034, -28.8422
