Time(s), VOLT 101 [NUC-A 21.600], VOLT 102 [NUC-B 21.600], VOLT 151 [NUCPANT 500.00], VOLT 152 [MID500 500.00], VOLT 153 [MID230 230.00], VOLT 154 [DOWNTN 230.00], VOLT 201 [HYDRO 500.00], VOLT 202 [EAST500 500.00], VOLT 203 [EAST230 230.00], VOLT 204 [SUB500 500.00], VOLT 205 [SUB230 230.00], VOLT 206 [URBGEN 18.000], VOLT 211 [HYDRO_G 20.000], VOLT 3001 [MINE 230.00], VOLT 3002 [E. MINE 500.00], VOLT 3003 [S. MINE 230.00], VOLT 3004 [WEST 500.00], VOLT 3005 [WEST 230.00], VOLT 3006 [UPTOWN 230.00], VOLT 3007 [RURAL 230.00], VOLT 3008 [CATDOG 230.00], VOLT 3011 [MINE_G 13.800], VOLT 3018 [CATDOG_G 13.800], POWR 101 TO 151 CKT '1 ', VARS 101 TO 151 CKT '1 ', POWR 102 TO 151 CKT '1 ', VARS 102 TO 151 CKT '1 ', POWR 151 TO 152 CKT '1 ', VARS 151 TO 152 CKT '1 ', POWR 151 TO 152 CKT '2 ', VARS 151 TO 152 CKT '2 ', POWR 151 TO 201 CKT '1 ', VARS 151 TO 201 CKT '1 ', POWR 152 TO 153 CKT '1 ', VARS 152 TO 153 CKT '1 ', POWR 152 TO 202 CKT '1 ', VARS 152 TO 202 CKT '1 ', POWR 152 TO 3004 CKT '1 ', VARS 152 TO 3004 CKT '1 ', POWR 153 TO 154 CKT '1 ', VARS 153 TO 154 CKT '1 ', POWR 153 TO 154 CKT '2 ', VARS 153 TO 154 CKT '2 ', POWR 153 TO 3006 CKT '1 ', VARS 153 TO 3006 CKT '1 ', POWR 154 TO 203 CKT '1 ', VARS 154 TO 203 CKT '1 ', POWR 154 TO 205 CKT '1 ', VARS 154 TO 205 CKT '1 ', POWR 154 TO 3008 CKT '1 ', VARS 154 TO 3008 CKT '1 ', POWR 201 TO 202 CKT '1 ', VARS 201 TO 202 CKT '1 ', POWR 201 TO 204 CKT '1 ', VARS 201 TO 204 CKT '1 ', POWR 201 TO 211 CKT '1 ', VARS 201 TO 211 CKT '1 ', POWR 202 TO 203 CKT '1 ', VARS 202 TO 203 CKT '1 ', POWR 203 TO 205 CKT '1 ', VARS 203 TO 205 CKT '1 ', POWR 203 TO 205 CKT '2 ', VARS 203 TO 205 CKT '2 ', POWR 204 TO 205 CKT '1 ', VARS 204 TO 205 CKT '1 ', POWR 205 TO 206 CKT '1 ', VARS 205 TO 206 CKT '1 ', POWR 3001 TO 3002 CKT '1 ', VARS 3001 TO 3002 CKT '1 ', POWR 3001 TO 3003 CKT '1 ', VARS 3001 TO 3003 CKT '1 ', POWR 3001 TO 3011 CKT '1 ', VARS 3001 TO 3011 CKT '1 ', POWR 3002 TO 3004 CKT '1 ', VARS 3002 TO 3004 CKT '1 ', POWR 3003 TO 3005 CKT '1 ', VARS 3003 TO 3005 CKT '1 ', POWR 3003 TO 3005 CKT '2 ', VARS 3003 TO 3005 CKT '2 ', POWR 3004 TO 3005 CKT '1 ', VARS 3004 TO 3005 CKT '1 ', POWR 3005 TO 3006 CKT '1 ', VARS 3005 TO 3006 CKT '1 ', POWR 3005 TO 3007 CKT '1 ', VARS 3005 TO 3007 CKT '1 ', POWR 3005 TO 3008 CKT '1 ', VARS 3005 TO 3008 CKT '1 ', POWR 3007 TO 3008 CKT '1 ', VARS 3007 TO 3008 CKT '1 ', POWR 3008 TO 3018 CKT '1 ', VARS 3008 TO 3018 CKT '1 '
0.0, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.5821, -100.801, 440.5821, -100.801, 260.069, -250.7118, 260.069, -250.7118, 359.7892, -367.845, 398.1396, 354.4078, 199.1946, -5.4452, -80.9136, -178.7714, 186.0766, 109.9758, 155.0638, 87.7461, -60.2856, 86.2541, -133.1374, 74.2235, -144.8127, -195.9654, -160.2593, 9.6582, 353.734, -57.4689, 357.8491, -10.7096, -353.9867, 127.8669, 550.3132, 225.5862, 108.4735, -82.0611, 108.4735, -82.0611, 353.9426, 216.6945, -488.5953, 31.1824, 163.5052, -30.8791, 358.613, -31.7726, -522.1182, 62.6517, 163.429, -34.6894, 179.3065, -20.6428, 179.3065, -20.6428, 80.7774, 56.4287, 60.7547, -93.2573, 209.4774, 57.9711, 137.6935, 27.1472, 64.9013, -0.1052, -78.2747, 4.9498
0.0042, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.5822, -100.8014, 440.5822, -100.8014, 260.069, -250.7121, 260.069, -250.7121, 359.7892, -367.8454, 398.1396, 354.4077, 199.1947, -5.4453, -80.9136, -178.7715, 186.0765, 109.9758, 155.0638, 87.746, -60.2856, 86.2542, -133.1375, 74.2236, -144.8126, -195.9651, -160.2593, 9.6583, 353.734, -57.4693, 357.849, -10.7099, -353.9866, 127.8674, 550.3132, 225.5859, 108.4735, -82.0611, 108.4735, -82.0611, 353.9425, 216.6944, -488.595, 31.1829, 163.5052, -30.8792, 358.6129, -31.7729, -522.1182, 62.6521, 163.429, -34.6895, 179.3065, -20.643, 179.3065, -20.643, 80.7774, 56.4287, 60.7547, -93.2574, 209.4773, 57.9711, 137.6935, 27.1472, 64.9013, -0.1052, -78.2747, 4.9499
0.0083, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.5821, -100.8016, 440.5821, -100.8016, 260.069, -250.7123, 260.069, -250.7123, 359.7892, -367.8457, 398.1394, 354.4078, 199.1948, -5.4454, -80.9137, -178.7716, 186.0765, 109.9758, 155.0637, 87.746, -60.2857, 86.2542, -133.1375, 74.2236, -144.8125, -195.9649, -160.2593, 9.6583, 353.734, -57.4695, 357.849, -10.71, -353.9865, 127.8676, 550.3133, 225.5858, 108.4735, -82.0611, 108.4735, -82.0611, 353.9424, 216.6945, -488.5949, 31.1833, 163.5052, -30.8792, 358.613, -31.7729, -522.1182, 62.6521, 163.429, -34.6895, 179.3065, -20.643, 179.3065, -20.643, 80.7774, 56.4287, 60.7547, -93.2575, 209.4773, 57.9711, 137.6935, 27.1472, 64.9013, -0.1052, -78.2746, 4.95
0.0125, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.582, -100.8018, 440.582, -100.8018, 260.0689, -250.7126, 260.0689, -250.7126, 359.7891, -367.846, 398.1393, 354.4078, 199.1949, -5.4454, -80.9137, -178.7717, 186.0764, 109.9758, 155.0637, 87.746, -60.2857, 86.2543, -133.1375, 74.2236, -144.8126, -195.9648, -160.2593, 9.6584, 353.734, -57.4696, 357.8489, -10.7101, -353.9865, 127.8678, 550.3134, 225.5857, 108.4736, -82.0611, 108.4736, -82.0611, 353.9424, 216.6945, -488.595, 31.1837, 163.5052, -30.8793, 358.6131, -31.773, -522.1183, 62.6522, 163.429, -34.6895, 179.3065, -20.643, 179.3065, -20.643, 80.7774, 56.4288, 60.7547, -93.2575, 209.4773, 57.9711, 137.6935, 27.1472, 64.9013, -0.1052, -78.2746, 4.9502
0.0167, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.5821, -100.802, 440.5821, -100.802, 260.069, -250.7127, 260.069, -250.7127, 359.7892, -367.8461, 398.1393, 354.4079, 199.1949, -5.4455, -80.9137, -178.7717, 186.0764, 109.9758, 155.0637, 87.746, -60.2857, 86.2544, -133.1375, 74.2236, -144.8127, -195.9649, -160.2592, 9.6586, 353.734, -57.4698, 357.8489, -10.7103, -353.9865, 127.8682, 550.3134, 225.5856, 108.4736, -82.0611, 108.4736, -82.0611, 353.9424, 216.6944, -488.5951, 31.1836, 163.5052, -30.8794, 358.613, -31.7732, -522.1182, 62.6526, 163.429, -34.6896, 179.3065, -20.6431, 179.3065, -20.6431, 80.7774, 56.4288, 60.7547, -93.2576, 209.4773, 57.9711, 137.6935, 27.1472, 64.9012, -0.1052, -78.2746, 4.9504
0.0208, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.5821, -100.8021, 440.5821, -100.8021, 260.0689, -250.7129, 260.0689, -250.7129, 359.7891, -367.8463, 398.1393, 354.408, 199.1949, -5.4456, -80.9137, -178.7718, 186.0764, 109.9758, 155.0637, 87.746, -60.2857, 86.2544, -133.1375, 74.2236, -144.8128, -195.9648, -160.2592, 9.6588, 353.734, -57.47, 357.8488, -10.7104, -353.9865, 127.8685, 550.3135, 225.5855, 108.4736, -82.0611, 108.4736, -82.0611, 353.9423, 216.6944, -488.5952, 31.184, 163.5052, -30.8794, 358.613, -31.7733, -522.1182, 62.6527, 163.429, -34.6897, 179.3065, -20.6431, 179.3065, -20.6431, 80.7773, 56.4288, 60.7547, -93.2577, 209.4773, 57.9711, 137.6935, 27.1472, 64.9012, -0.1052, -78.2746, 4.9506
0.025, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.5821, -100.8021, 440.5821, -100.8021, 260.069, -250.7129, 260.069, -250.7129, 359.7891, -367.8462, 398.1393, 354.4081, 199.195, -5.4456, -80.9137, -178.7718, 186.0764, 109.9759, 155.0637, 87.7461, -60.2857, 86.2545, -133.1376, 74.2236, -144.8127, -195.9646, -160.2591, 9.6588, 353.734, -57.4701, 357.8488, -10.7105, -353.9864, 127.8687, 550.3135, 225.5855, 108.4736, -82.0611, 108.4736, -82.0611, 353.9423, 216.6945, -488.5951, 31.1843, 163.5052, -30.8794, 358.613, -31.7733, -522.1182, 62.6527, 163.429, -34.6897, 179.3065, -20.6431, 179.3065, -20.6431, 80.7773, 56.4288, 60.7547, -93.2577, 209.4773, 57.9711, 137.6935, 27.1473, 64.9012, -0.1051, -78.2745, 4.9508
0.0292, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.5821, -100.8022, 440.5821, -100.8022, 260.069, -250.7131, 260.069, -250.7131, 359.7891, -367.8464, 398.1393, 354.4082, 199.195, -5.4456, -80.9137, -178.7718, 186.0764, 109.9759, 155.0637, 87.7461, -60.2857, 86.2545, -133.1376, 74.2236, -144.8129, -195.9647, -160.2591, 9.659, 353.734, -57.4701, 357.8488, -10.7105, -353.9864, 127.8689, 550.3135, 225.5855, 108.4736, -82.0611, 108.4736, -82.0611, 353.9423, 216.6946, -488.5952, 31.1844, 163.5052, -30.8795, 358.6129, -31.7734, -522.1181, 62.6528, 163.429, -34.6897, 179.3065, -20.6432, 179.3065, -20.6432, 80.7773, 56.4289, 60.7547, -93.2578, 209.4773, 57.9712, 137.6935, 27.1473, 64.9012, -0.1051, -78.2745, 4.951
0.0333, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.582, -100.8024, 440.582, -100.8024, 260.0689, -250.7132, 260.0689, -250.7132, 359.7891, -367.8465, 398.1392, 354.4082, 199.195, -5.4457, -80.9137, -178.7718, 186.0763, 109.9758, 155.0636, 87.746, -60.2857, 86.2546, -133.1376, 74.2236, -144.8129, -195.9647, -160.259, 9.6592, 353.734, -57.4702, 357.8487, -10.7106, -353.9863, 127.869, 550.3135, 225.5854, 108.4736, -82.0611, 108.4736, -82.0611, 353.9422, 216.6945, -488.5952, 31.1845, 163.5052, -30.8795, 358.6129, -31.7734, -522.1181, 62.653, 163.429, -34.6898, 179.3064, -20.6432, 179.3064, -20.6432, 80.7773, 56.4289, 60.7547, -93.2579, 209.4772, 57.9712, 137.6934, 27.1473, 64.9012, -0.1051, -78.2745, 4.9512
0.0375, 0.9953, 0.9953, 1.0096, 1.0428, 1.0817, 1.0275, 1.0531, 1.037, 1.0032, 1.0113, 1.0341, 1.0333, 1.0322, 1.044, 1.0483, 1.0468, 1.0577, 1.0488, 1.0726, 1.0293, 1.0268, 1.0402, 1.0249, 440.582, -100.8025, 440.582, -100.8025, 260.0689, -250.7133, 260.0689, -250.7133, 359.7891, -367.8468, 398.1391, 354.4083, 199.1951, -5.4457, -80.9138, -178.7719, 186.0763, 109.9759, 155.0636, 87.7461, -60.2857, 86.2546, -133.1376, 74.2236, -144.813, -195.9647, -160.259, 9.6593, 353.734, -57.4703, 357.8487, -10.7107, -353.9863, 127.8691, 550.3135, 225.5855, 108.4736, -82.0611, 108.4736, -82.0611, 353.9422, 216.6946, -488.5954, 31.1846, 163.5052, -30.8795, 358.613, -31.7734, -522.1182, 62.6529, 163.429, -34.6898, 179.3065, -20.6432, 179.3065, -20.6432, 80.7773, 56.4289, 60.7547, -93.2579, 209.4772, 57.9712, 137.6935, 27.1474, 64.9012, -0.105, -78.2745, 4.9515
